Generation,Time,BestObjective,AvgFitness,BestFitness,CacheHitRate
1.0000,0.1061,182.4050,0.0004,0.0055,NaN
2.0000,0.1590,182.4050,0.0009,0.0055,NaN
3.0000,0.2112,182.4050,0.0017,0.0055,NaN
4.0000,0.2632,182.4050,0.0018,0.0055,NaN
5.0000,0.3153,182.4050,0.0024,0.0055,NaN
6.0000,0.3688,182.4050,0.0025,0.0055,NaN
7.0000,0.4281,182.4050,0.0029,0.0055,NaN
8.0000,0.4861,182.4050,0.0030,0.0055,NaN
9.0000,0.5374,182.4050,0.0033,0.0055,NaN
10.0000,0.5892,179.3800,0.0034,0.0055,NaN
11.0000,0.6416,179.3800,0.0033,0.0055,NaN
12.0000,0.6970,177.4450,0.0033,0.0056,NaN
13.0000,0.7492,177.4450,0.0038,0.0056,NaN
14.0000,0.8008,177.4450,0.0039,0.0056,NaN
15.0000,0.8526,177.4450,0.0039,0.0056,NaN
16.0000,0.9043,177.4450,0.0043,0.0056,NaN
17.0000,0.9570,176.1150,0.0043,0.0056,NaN
18.0000,1.0082,176.1150,0.0046,0.0056,NaN
19.0000,1.0593,176.1150,0.0045,0.0056,NaN
20.0000,1.1112,176.1150,0.0048,0.0056,NaN
21.0000,1.1624,176.1150,0.0047,0.0056,NaN
22.0000,1.2142,173.7700,0.0047,0.0057,NaN
23.0000,1.2659,170.4300,0.0052,0.0058,NaN
24.0000,1.3177,170.4300,0.0048,0.0058,NaN
25.0000,1.3691,170.4300,0.0052,0.0058,NaN
26.0000,1.4258,167.3600,0.0052,0.0059,NaN
27.0000,1.4841,167.3600,0.0054,0.0059,NaN
28.0000,1.5416,167.3600,0.0052,0.0059,NaN
29.0000,1.6015,167.3600,0.0052,0.0059,NaN
30.0000,1.6543,162.3300,0.0054,0.0061,NaN
31.0000,1.7101,159.8950,0.0052,0.0062,NaN
32.0000,1.7620,159.8950,0.0054,0.0062,NaN
33.0000,1.8135,159.8950,0.0053,0.0062,NaN
34.0000,1.8649,159.8950,0.0054,0.0062,NaN
35.0000,1.9170,158.3600,0.0055,0.0063,NaN
36.0000,1.9691,158.3600,0.0054,0.0063,NaN
37.0000,2.0209,157.6000,0.0056,0.0063,NaN
38.0000,2.0720,157.6000,0.0057,0.0063,NaN
39.0000,2.1237,156.4100,0.0055,0.0064,NaN
40.0000,2.1753,156.4100,0.0057,0.0064,NaN
41.0000,2.2267,156.4100,0.0057,0.0064,NaN
42.0000,2.2781,156.4100,0.0058,0.0064,NaN
43.0000,2.3294,155.5350,0.0057,0.0064,NaN
44.0000,2.3807,155.5350,0.0058,0.0064,NaN
45.0000,2.4327,155.5350,0.0059,0.0064,NaN
46.0000,2.4847,154.9350,0.0060,0.0064,NaN
47.0000,2.5418,154.9350,0.0060,0.0064,NaN
48.0000,2.5991,151.3500,0.0061,0.0066,NaN
49.0000,2.6545,151.3500,0.0061,0.0066,NaN
50.0000,2.7138,151.3500,0.0062,0.0066,NaN
51.0000,2.7690,151.3500,0.0059,0.0066,NaN
52.0000,2.8205,151.3500,0.0053,0.0066,NaN
53.0000,2.8718,151.3500,0.0058,0.0066,NaN
54.0000,2.9232,151.3500,0.0058,0.0066,NaN
55.0000,2.9746,151.3500,0.0061,0.0066,NaN
56.0000,3.0255,151.3500,0.0061,0.0066,NaN
57.0000,3.0771,151.3500,0.0057,0.0066,NaN
58.0000,3.1282,151.3500,0.0059,0.0066,NaN
59.0000,3.1805,151.3500,0.0059,0.0066,NaN
60.0000,3.2318,151.3500,0.0057,0.0066,NaN
61.0000,3.2824,151.3500,0.0063,0.0066,NaN
62.0000,3.3364,151.3500,0.0064,0.0066,NaN
63.0000,3.3919,151.3500,0.0065,0.0066,NaN
64.0000,3.4437,151.3450,0.0060,0.0066,NaN
65.0000,3.4952,151.3450,0.0056,0.0066,NaN
66.0000,3.5465,151.3450,0.0058,0.0066,NaN
67.0000,3.6030,151.3450,0.0062,0.0066,NaN
68.0000,3.6572,151.3450,0.0061,0.0066,NaN
69.0000,3.7113,151.3450,0.0061,0.0066,NaN
70.0000,3.7639,151.3450,0.0057,0.0066,NaN
71.0000,3.8188,151.3450,0.0062,0.0066,NaN
72.0000,3.8731,151.3450,0.0061,0.0066,NaN
73.0000,3.9275,151.0850,0.0058,0.0066,NaN
74.0000,3.9821,151.0850,0.0062,0.0066,NaN
75.0000,4.0331,151.0850,0.0063,0.0066,NaN
76.0000,4.0843,151.0850,0.0059,0.0066,NaN
77.0000,4.1366,151.0850,0.0060,0.0066,NaN
78.0000,4.1888,151.0850,0.0059,0.0066,NaN
79.0000,4.2398,151.0850,0.0059,0.0066,NaN
80.0000,4.2926,151.0850,0.0062,0.0066,NaN
81.0000,4.3445,151.0850,0.0058,0.0066,NaN
82.0000,4.3953,151.0850,0.0060,0.0066,NaN
83.0000,4.4467,151.0850,0.0061,0.0066,NaN
84.0000,4.4979,151.0850,0.0061,0.0066,NaN
85.0000,4.5494,151.0850,0.0062,0.0066,NaN
86.0000,4.6012,151.0850,0.0062,0.0066,NaN
87.0000,4.6526,151.0850,0.0062,0.0066,NaN
88.0000,4.7080,151.0850,0.0062,0.0066,NaN
89.0000,4.7599,151.0850,0.0060,0.0066,NaN
90.0000,4.8113,151.0850,0.0062,0.0066,NaN
91.0000,4.8625,151.0850,0.0061,0.0066,NaN
92.0000,4.9139,151.0850,0.0057,0.0066,NaN
93.0000,4.9657,151.0850,0.0060,0.0066,NaN
94.0000,5.0172,151.0850,0.0060,0.0066,NaN
95.0000,5.0693,151.0850,0.0057,0.0066,NaN
96.0000,5.1207,151.0850,0.0062,0.0066,NaN
97.0000,5.1723,151.0850,0.0061,0.0066,NaN
98.0000,5.2233,151.0850,0.0065,0.0066,NaN
99.0000,5.2743,151.0850,0.0061,0.0066,NaN
100.0000,5.3253,151.0850,0.0062,0.0066,NaN
101.0000,5.3767,151.0850,0.0061,0.0066,NaN
102.0000,5.4293,151.0850,0.0063,0.0066,NaN
103.0000,5.4804,151.0850,0.0065,0.0066,NaN
104.0000,5.5346,151.0850,0.0060,0.0066,NaN
105.0000,5.5983,151.0850,0.0062,0.0066,NaN
106.0000,5.6535,151.0850,0.0060,0.0066,NaN
107.0000,5.7205,151.0850,0.0064,0.0066,NaN
108.0000,5.7939,151.0850,0.0062,0.0066,NaN
109.0000,5.8540,151.0850,0.0062,0.0066,NaN
110.0000,5.9114,151.0850,0.0063,0.0066,NaN
111.0000,5.9649,151.0850,0.0060,0.0066,NaN
112.0000,6.0212,151.0850,0.0062,0.0066,NaN
113.0000,6.0807,151.0850,0.0065,0.0066,NaN
114.0000,6.1423,151.0850,0.0063,0.0066,NaN
115.0000,6.2057,151.0850,0.0061,0.0066,NaN
116.0000,6.2583,151.0850,0.0060,0.0066,NaN
117.0000,6.3111,151.0850,0.0061,0.0066,NaN
118.0000,6.3719,151.0850,0.0059,0.0066,NaN
119.0000,6.4335,151.0850,0.0059,0.0066,NaN
120.0000,6.4906,151.0850,0.0063,0.0066,NaN
121.0000,6.5537,151.0850,0.0062,0.0066,NaN
122.0000,6.6138,151.0850,0.0063,0.0066,NaN
123.0000,6.6772,151.0850,0.0061,0.0066,NaN
124.0000,6.7410,151.0850,0.0057,0.0066,NaN
125.0000,6.7945,151.0850,0.0062,0.0066,NaN
126.0000,6.8485,151.0850,0.0061,0.0066,NaN
127.0000,6.9059,151.0850,0.0062,0.0066,NaN
128.0000,6.9800,151.0850,0.0055,0.0066,NaN
129.0000,7.0599,151.0850,0.0061,0.0066,NaN
130.0000,7.1314,151.0850,0.0059,0.0066,NaN
131.0000,7.1830,151.0850,0.0064,0.0066,NaN
132.0000,7.2345,151.0850,0.0064,0.0066,NaN
133.0000,7.2858,151.0850,0.0064,0.0066,NaN
134.0000,7.3370,151.0850,0.0065,0.0066,NaN
135.0000,7.3886,151.0850,0.0066,0.0066,NaN
136.0000,7.4400,151.0850,0.0061,0.0066,NaN
137.0000,7.4916,151.0850,0.0061,0.0066,NaN
138.0000,7.5440,151.0850,0.0061,0.0066,NaN
139.0000,7.5950,151.0850,0.0064,0.0066,NaN
140.0000,7.6469,151.0850,0.0058,0.0066,NaN
141.0000,7.7018,151.0850,0.0061,0.0066,NaN
142.0000,7.7535,151.0850,0.0059,0.0066,NaN
143.0000,7.8052,151.0850,0.0061,0.0066,NaN
144.0000,7.8562,151.0850,0.0063,0.0066,NaN
145.0000,7.9081,151.0850,0.0061,0.0066,NaN
146.0000,7.9599,151.0850,0.0061,0.0066,NaN
147.0000,8.0133,151.0850,0.0060,0.0066,NaN
148.0000,8.0675,151.0850,0.0059,0.0066,NaN
149.0000,8.1323,151.0850,0.0065,0.0066,NaN
150.0000,8.1887,151.0850,0.0062,0.0066,NaN
151.0000,8.2447,151.0850,0.0061,0.0066,NaN
152.0000,8.3020,151.0850,0.0060,0.0066,NaN
153.0000,8.3623,151.0850,0.0063,0.0066,NaN
154.0000,8.4228,151.0350,0.0061,0.0066,NaN
155.0000,8.4922,151.0350,0.0060,0.0066,NaN
156.0000,8.5508,151.0350,0.0062,0.0066,NaN
157.0000,8.6093,151.0350,0.0060,0.0066,NaN
158.0000,8.6712,151.0350,0.0059,0.0066,NaN
159.0000,8.7296,151.0350,0.0058,0.0066,NaN
160.0000,8.7870,151.0350,0.0061,0.0066,NaN
161.0000,8.8445,151.0350,0.0059,0.0066,NaN
162.0000,8.9016,151.0350,0.0063,0.0066,NaN
163.0000,8.9596,151.0350,0.0062,0.0066,NaN
164.0000,9.0107,151.0350,0.0062,0.0066,NaN
165.0000,9.0618,151.0350,0.0065,0.0066,NaN
166.0000,9.1133,151.0350,0.0063,0.0066,NaN
167.0000,9.1680,151.0350,0.0062,0.0066,NaN
168.0000,9.2232,151.0350,0.0061,0.0066,NaN
169.0000,9.2835,151.0350,0.0060,0.0066,NaN
170.0000,9.3427,151.0350,0.0060,0.0066,NaN
171.0000,9.3998,151.0350,0.0065,0.0066,NaN
