Generation,Time,BestObjective,AvgFitness,BestFitness,CacheHitRate
1.0000,0.1099,192.2450,0.0004,0.0052,NaN
2.0000,0.1617,192.2450,0.0010,0.0052,NaN
3.0000,0.2134,189.1600,0.0018,0.0053,NaN
4.0000,0.2658,189.1600,0.0022,0.0053,NaN
5.0000,0.3178,182.1850,0.0030,0.0055,NaN
6.0000,0.3707,182.1850,0.0031,0.0055,NaN
7.0000,0.4222,182.1850,0.0035,0.0055,NaN
8.0000,0.4736,182.1850,0.0039,0.0055,NaN
9.0000,0.5256,175.3300,0.0039,0.0057,NaN
10.0000,0.5774,175.3300,0.0040,0.0057,NaN
11.0000,0.6287,175.3300,0.0040,0.0057,NaN
12.0000,0.6799,175.3300,0.0038,0.0057,NaN
13.0000,0.7316,175.3300,0.0041,0.0057,NaN
14.0000,0.7828,175.0300,0.0043,0.0057,NaN
15.0000,0.8341,175.0300,0.0043,0.0057,NaN
16.0000,0.8851,175.0300,0.0046,0.0057,NaN
17.0000,0.9360,175.0300,0.0048,0.0057,NaN
18.0000,0.9870,175.0300,0.0048,0.0057,NaN
19.0000,1.0442,172.2950,0.0049,0.0058,NaN
20.0000,1.1011,172.2950,0.0047,0.0058,NaN
21.0000,1.1589,172.2950,0.0048,0.0058,NaN
22.0000,1.2167,171.9250,0.0047,0.0058,NaN
23.0000,1.2745,171.9250,0.0046,0.0058,NaN
24.0000,1.3296,171.9250,0.0048,0.0058,NaN
25.0000,1.3870,168.3100,0.0047,0.0059,NaN
26.0000,1.4442,168.3100,0.0046,0.0059,NaN
27.0000,1.5028,168.3100,0.0046,0.0059,NaN
28.0000,1.5619,168.3100,0.0047,0.0059,NaN
29.0000,1.6201,164.8000,0.0049,0.0060,NaN
30.0000,1.6777,162.5600,0.0051,0.0061,NaN
31.0000,1.7362,162.5600,0.0051,0.0061,NaN
32.0000,1.7930,162.5600,0.0054,0.0061,NaN
33.0000,1.8482,162.5600,0.0055,0.0061,NaN
34.0000,1.9054,162.5600,0.0054,0.0061,NaN
35.0000,1.9622,162.5600,0.0055,0.0061,NaN
36.0000,2.0201,162.5600,0.0057,0.0061,NaN
37.0000,2.0793,162.4600,0.0056,0.0061,NaN
38.0000,2.1363,162.4600,0.0055,0.0061,NaN
39.0000,2.1924,162.4600,0.0054,0.0061,NaN
40.0000,2.2474,162.4600,0.0054,0.0061,NaN
41.0000,2.2984,162.4600,0.0056,0.0061,NaN
42.0000,2.3492,162.4600,0.0055,0.0061,NaN
43.0000,2.4005,162.4600,0.0054,0.0061,NaN
44.0000,2.4513,162.4600,0.0056,0.0061,NaN
45.0000,2.5024,159.7000,0.0060,0.0062,NaN
46.0000,2.5534,159.7000,0.0057,0.0062,NaN
47.0000,2.6041,159.7000,0.0061,0.0062,NaN
48.0000,2.6551,159.7000,0.0059,0.0062,NaN
49.0000,2.7062,159.7000,0.0057,0.0062,NaN
50.0000,2.7575,159.7000,0.0058,0.0062,NaN
51.0000,2.8094,159.5100,0.0058,0.0062,NaN
52.0000,2.8614,159.5100,0.0052,0.0062,NaN
53.0000,2.9129,159.5100,0.0055,0.0062,NaN
54.0000,2.9640,159.5100,0.0055,0.0062,NaN
55.0000,3.0155,159.5100,0.0055,0.0062,NaN
56.0000,3.0693,159.5100,0.0059,0.0062,NaN
57.0000,3.1205,158.4050,0.0058,0.0063,NaN
58.0000,3.1720,158.4050,0.0057,0.0063,NaN
59.0000,3.2232,158.4050,0.0058,0.0063,NaN
60.0000,3.2767,158.4050,0.0060,0.0063,NaN
61.0000,3.3280,158.4050,0.0054,0.0063,NaN
62.0000,3.3796,158.4050,0.0054,0.0063,NaN
63.0000,3.4306,158.4050,0.0056,0.0063,NaN
64.0000,3.4820,158.4050,0.0057,0.0063,NaN
65.0000,3.5341,158.4050,0.0054,0.0063,NaN
66.0000,3.5856,158.0050,0.0055,0.0063,NaN
67.0000,3.6371,158.0050,0.0057,0.0063,NaN
68.0000,3.6881,158.0050,0.0057,0.0063,NaN
69.0000,3.7396,158.0050,0.0059,0.0063,NaN
70.0000,3.7910,158.0050,0.0056,0.0063,NaN
71.0000,3.8420,158.0050,0.0055,0.0063,NaN
72.0000,3.8930,158.0050,0.0058,0.0063,NaN
73.0000,3.9445,158.0050,0.0058,0.0063,NaN
74.0000,3.9959,158.0050,0.0058,0.0063,NaN
75.0000,4.0508,157.9300,0.0057,0.0063,NaN
76.0000,4.1021,157.9300,0.0058,0.0063,NaN
77.0000,4.1529,157.9300,0.0056,0.0063,NaN
78.0000,4.2036,157.9300,0.0058,0.0063,NaN
79.0000,4.2547,157.9300,0.0058,0.0063,NaN
80.0000,4.3055,157.9300,0.0057,0.0063,NaN
81.0000,4.3566,156.3400,0.0057,0.0064,NaN
82.0000,4.4085,156.3400,0.0058,0.0064,NaN
83.0000,4.4596,156.3400,0.0058,0.0064,NaN
84.0000,4.5108,156.3400,0.0055,0.0064,NaN
85.0000,4.5620,156.3400,0.0055,0.0064,NaN
86.0000,4.6132,155.6800,0.0056,0.0064,NaN
87.0000,4.6647,155.6800,0.0057,0.0064,NaN
88.0000,4.7174,155.6800,0.0056,0.0064,NaN
89.0000,4.7686,155.6800,0.0058,0.0064,NaN
90.0000,4.8192,155.6800,0.0060,0.0064,NaN
91.0000,4.8705,155.3600,0.0057,0.0064,NaN
92.0000,4.9220,155.3600,0.0057,0.0064,NaN
93.0000,4.9731,155.3600,0.0059,0.0064,NaN
94.0000,5.0240,155.3600,0.0061,0.0064,NaN
95.0000,5.0769,155.3600,0.0057,0.0064,NaN
96.0000,5.1284,155.3600,0.0059,0.0064,NaN
97.0000,5.1796,155.3600,0.0059,0.0064,NaN
98.0000,5.2306,155.3600,0.0056,0.0064,NaN
99.0000,5.2815,155.3600,0.0056,0.0064,NaN
100.0000,5.3329,155.3600,0.0057,0.0064,NaN
101.0000,5.3838,155.3600,0.0061,0.0064,NaN
102.0000,5.4351,155.3600,0.0060,0.0064,NaN
103.0000,5.4858,155.3600,0.0061,0.0064,NaN
104.0000,5.5370,155.3600,0.0060,0.0064,NaN
105.0000,5.5877,155.3600,0.0058,0.0064,NaN
106.0000,5.6391,154.8000,0.0059,0.0064,NaN
107.0000,5.6909,154.8000,0.0058,0.0064,NaN
108.0000,5.7422,154.8000,0.0058,0.0064,NaN
109.0000,5.7953,154.8000,0.0057,0.0064,NaN
110.0000,5.8494,154.8000,0.0062,0.0064,NaN
111.0000,5.9005,154.8000,0.0058,0.0064,NaN
112.0000,5.9521,154.8000,0.0048,0.0064,NaN
113.0000,6.0028,154.8000,0.0058,0.0064,NaN
114.0000,6.0567,154.8000,0.0056,0.0064,NaN
115.0000,6.1079,154.8000,0.0058,0.0064,NaN
116.0000,6.1584,154.8000,0.0058,0.0064,NaN
117.0000,6.2094,154.8000,0.0055,0.0064,NaN
118.0000,6.2614,154.8000,0.0055,0.0064,NaN
119.0000,6.3186,154.8000,0.0060,0.0064,NaN
120.0000,6.3697,154.8000,0.0062,0.0064,NaN
121.0000,6.4213,154.8000,0.0059,0.0064,NaN
122.0000,6.4721,154.8000,0.0059,0.0064,NaN
123.0000,6.5238,154.8000,0.0061,0.0064,NaN
124.0000,6.5751,154.8000,0.0060,0.0064,NaN
125.0000,6.6264,154.8000,0.0061,0.0064,NaN
126.0000,6.6766,154.8000,0.0060,0.0064,NaN
127.0000,6.7277,154.8000,0.0062,0.0064,NaN
128.0000,6.7795,154.8000,0.0058,0.0064,NaN
129.0000,6.8307,154.8000,0.0059,0.0064,NaN
130.0000,6.8818,154.8000,0.0060,0.0064,NaN
131.0000,6.9330,154.8000,0.0058,0.0064,NaN
132.0000,6.9845,152.1650,0.0062,0.0065,NaN
133.0000,7.0403,152.1650,0.0060,0.0065,NaN
134.0000,7.0915,152.1650,0.0063,0.0065,NaN
