EliteCount,AvgObjective,StdObjective,SuccessRate,NumConfigs
1.0000,151.1566,3.0879,1.0000,16.0000
5.0000,148.0720,2.4232,1.0000,16.0000
10.0000,147.5758,2.3692,1.0000,16.0000
