Generation,Time,BestObjective,AvgFitness,BestFitness,CacheHitRate
1.0000,0.0133,193.4000,0.0026,0.0051,0.0750
2.0000,0.0182,193.4000,0.0046,0.0051,0.1333
3.0000,0.0228,188.2900,0.0049,0.0053,0.1750
4.0000,0.0268,187.5650,0.0051,0.0053,0.2700
5.0000,0.0315,185.2450,0.0052,0.0054,0.3333
6.0000,0.0356,185.2450,0.0053,0.0054,0.3857
7.0000,0.0394,185.2450,0.0053,0.0054,0.4313
8.0000,0.0428,183.2000,0.0054,0.0054,0.4667
9.0000,0.0466,183.2000,0.0054,0.0054,0.4950
10.0000,0.0516,177.0850,0.0054,0.0056,0.4909
11.0000,0.0549,177.0850,0.0054,0.0056,0.5167
12.0000,0.0589,177.0850,0.0055,0.0056,0.5269
13.0000,0.0630,177.0850,0.0056,0.0056,0.5250
14.0000,0.0664,177.0850,0.0056,0.0056,0.5467
15.0000,0.0700,177.0850,0.0056,0.0056,0.5563
16.0000,0.0739,177.0850,0.0056,0.0056,0.5588
17.0000,0.0777,177.0850,0.0056,0.0056,0.5639
18.0000,0.0814,177.0850,0.0056,0.0056,0.5737
19.0000,0.0851,177.0850,0.0056,0.0056,0.5800
20.0000,0.0887,175.2750,0.0056,0.0057,0.5857
21.0000,0.0921,175.2750,0.0056,0.0057,0.5955
22.0000,0.0969,175.2750,0.0056,0.0057,0.6000
23.0000,0.1003,175.2750,0.0057,0.0057,0.6104
24.0000,0.1037,175.2750,0.0057,0.0057,0.6160
25.0000,0.1074,175.2750,0.0057,0.0057,0.6212
26.0000,0.1106,175.2750,0.0057,0.0057,0.6296
27.0000,0.1146,175.2750,0.0057,0.0057,0.6321
28.0000,0.1180,175.2750,0.0057,0.0057,0.6362
29.0000,0.1215,175.2750,0.0057,0.0057,0.6383
30.0000,0.1254,167.1850,0.0057,0.0059,0.6387
31.0000,0.1290,167.1850,0.0057,0.0059,0.6438
32.0000,0.1326,167.1850,0.0057,0.0059,0.6424
33.0000,0.1367,167.1850,0.0058,0.0059,0.6382
34.0000,0.1406,166.3500,0.0059,0.0060,0.6371
35.0000,0.1442,166.3500,0.0060,0.0060,0.6417
36.0000,0.1483,164.9950,0.0060,0.0060,0.6432
37.0000,0.1517,164.9950,0.0060,0.0060,0.6447
38.0000,0.1562,163.6500,0.0060,0.0061,0.6423
39.0000,0.1599,163.6500,0.0060,0.0061,0.6438
40.0000,0.1637,163.6500,0.0060,0.0061,0.6439
