EliteCount,AvgObjective,StdObjective,SuccessRate,NumConfigs
1.0000,148.0373,2.3553,1.0000,12.0000
5.0000,147.9269,3.1636,1.0000,12.0000
10.0000,147.7856,2.6439,1.0000,12.0000
