PopSize,MutRate,EliteCount,MinObjective,AvgObjective,StdObjective,SuccessRate,AvgRuntime,NumTests,Rank
150.0000,0.1000,1.0000,143.5650,145.1000,1.3203,1.0000,30.0673,5.0000,1.0000
100.0000,0.2000,5.0000,143.4050,145.7610,1.6231,1.0000,30.0497,5.0000,2.0000
150.0000,0.1000,10.0000,143.5600,145.8540,2.5466,1.0000,30.0589,5.0000,3.0000
150.0000,0.2000,5.0000,143.1600,146.0590,3.1439,1.0000,30.0571,5.0000,4.0000
150.0000,0.2000,10.0000,143.1600,146.2950,2.9425,1.0000,30.0632,5.0000,5.0000
50.0000,0.2000,5.0000,143.4050,146.5320,2.0172,1.0000,30.0387,5.0000,6.0000
100.0000,0.1000,1.0000,145.5250,146.6820,1.2124,1.0000,30.0412,5.0000,7.0000
20.0000,0.2000,10.0000,145.7000,146.7210,1.2965,1.0000,30.0261,5.0000,8.0000
100.0000,0.2000,10.0000,143.2800,146.7780,2.0387,1.0000,30.0502,5.0000,9.0000
50.0000,0.1000,5.0000,143.4050,146.8050,2.7778,1.0000,30.0410,5.0000,10.0000
100.0000,0.0500,5.0000,145.2650,146.8590,1.6327,1.0000,30.0687,5.0000,11.0000
20.0000,0.2000,5.0000,143.4050,146.8710,2.9263,1.0000,30.0305,5.0000,12.0000
50.0000,0.2000,10.0000,143.0850,146.9630,3.7289,1.0000,30.0365,5.0000,13.0000
50.0000,0.2000,1.0000,143.6350,147.0350,2.7524,1.0000,30.0381,5.0000,14.0000
50.0000,0.1000,1.0000,143.4950,147.0380,2.7778,1.0000,30.0354,5.0000,15.0000
100.0000,0.2000,1.0000,143.0850,147.0800,2.7828,1.0000,30.0540,5.0000,16.0000
100.0000,0.1000,10.0000,143.4050,147.3270,2.4191,1.0000,30.0519,5.0000,17.0000
50.0000,0.1000,10.0000,144.9750,147.4090,3.5036,1.0000,30.0327,5.0000,18.0000
150.0000,0.2000,1.0000,144.8750,147.6330,1.9528,1.0000,30.0631,5.0000,19.0000
20.0000,0.0500,5.0000,143.1600,147.9630,5.3123,1.0000,30.0280,5.0000,20.0000
20.0000,0.1000,10.0000,144.7150,148.0020,2.0973,1.0000,30.0265,5.0000,21.0000
150.0000,0.1000,5.0000,145.2550,148.2150,2.8013,1.0000,30.0876,5.0000,22.0000
50.0000,0.0500,1.0000,146.5250,148.3040,1.7102,1.0000,30.0301,5.0000,23.0000
150.0000,0.0500,1.0000,145.0800,148.3090,2.6594,1.0000,30.0686,5.0000,24.0000
150.0000,0.0500,10.0000,145.2700,148.5950,3.3137,1.0000,30.0806,5.0000,25.0000
20.0000,0.0500,10.0000,145.4750,148.6600,2.5706,1.0000,30.0274,5.0000,26.0000
20.0000,0.2000,1.0000,143.6050,148.8800,3.7730,1.0000,30.0277,5.0000,27.0000
20.0000,0.1000,5.0000,145.4200,149.0200,2.3458,1.0000,30.0270,5.0000,28.0000
150.0000,0.0500,5.0000,146.6400,149.3810,3.1242,1.0000,30.0597,5.0000,29.0000
100.0000,0.1000,5.0000,144.3100,149.7020,6.5515,1.0000,30.0617,5.0000,30.0000
100.0000,0.0500,1.0000,145.8600,149.7500,2.6167,1.0000,30.0543,5.0000,31.0000
20.0000,0.0500,1.0000,146.3500,149.9980,2.4577,1.0000,30.0438,5.0000,32.0000
50.0000,0.0500,10.0000,146.0700,150.0060,3.4586,1.0000,30.0341,5.0000,33.0000
20.0000,0.1000,1.0000,148.1950,150.6380,2.2486,1.0000,30.0295,5.0000,34.0000
100.0000,0.0500,10.0000,148.9950,150.8170,1.8111,1.0000,30.0493,5.0000,35.0000
50.0000,0.0500,5.0000,149.2750,151.9550,3.7068,1.0000,30.0424,5.0000,36.0000
