PopSize,MutRate,EliteCount,MinObjective,AvgObjective,StdObjective,SuccessRate,AvgRuntime,NumTests,Rank
20.0000,0.3000,10.0000,143.0850,145.0980,2.2915,1.0000,30.0381,5.0000,1.0000
50.0000,0.3000,10.0000,143.0850,145.2660,1.9908,1.0000,30.0681,5.0000,2.0000
20.0000,0.3000,1.0000,143.4050,146.2400,2.8641,1.0000,30.0371,5.0000,3.0000
100.0000,0.2000,10.0000,144.5200,146.8640,2.8566,1.0000,30.1036,5.0000,4.0000
20.0000,0.3000,5.0000,143.8800,146.9970,2.3115,1.0000,30.0375,5.0000,5.0000
50.0000,0.1000,5.0000,145.7900,147.5320,1.1412,1.0000,30.0634,5.0000,6.0000
20.0000,0.2000,10.0000,144.9200,147.6050,2.4147,1.0000,30.0312,5.0000,7.0000
100.0000,0.3000,5.0000,143.4050,148.0890,2.8770,1.0000,30.1089,5.0000,8.0000
20.0000,0.0500,10.0000,147.4500,148.3460,0.8109,1.0000,30.0402,5.0000,9.0000
50.0000,0.2000,10.0000,144.4950,148.3930,2.8403,1.0000,30.0557,5.0000,10.0000
100.0000,0.3000,10.0000,147.4300,148.5690,1.4907,1.0000,30.1062,5.0000,11.0000
50.0000,0.1000,10.0000,146.2750,148.6750,2.2174,1.0000,30.0612,5.0000,12.0000
50.0000,0.2000,5.0000,145.1100,148.8870,3.7281,1.0000,30.0495,5.0000,13.0000
150.0000,0.2000,5.0000,146.1800,148.9940,2.0470,1.0000,30.1454,5.0000,14.0000
50.0000,0.3000,1.0000,145.3000,148.9990,3.0948,1.0000,30.0564,5.0000,15.0000
100.0000,0.1000,5.0000,144.8250,149.0120,3.1072,1.0000,30.1110,5.0000,16.0000
150.0000,0.3000,10.0000,144.5200,149.0510,3.3302,1.0000,30.1648,5.0000,17.0000
50.0000,0.3000,5.0000,143.3350,149.2310,4.6948,1.0000,30.0680,5.0000,18.0000
20.0000,0.2000,5.0000,147.9800,149.3370,1.0136,1.0000,30.0404,5.0000,19.0000
20.0000,0.1000,10.0000,146.9950,149.5650,2.0899,1.0000,30.0355,5.0000,20.0000
100.0000,0.2000,5.0000,146.6050,149.8200,2.9076,1.0000,30.0489,5.0000,21.0000
20.0000,0.2000,1.0000,147.6200,150.2340,2.9532,1.0000,30.0366,5.0000,22.0000
150.0000,0.2000,10.0000,147.9250,150.2680,2.4823,1.0000,30.1199,5.0000,23.0000
150.0000,0.3000,5.0000,146.5750,150.3710,2.6096,1.0000,30.1235,5.0000,24.0000
150.0000,0.1000,10.0000,146.9500,150.5500,3.5579,1.0000,30.0825,5.0000,25.0000
50.0000,0.1000,1.0000,146.3450,150.5900,4.5115,1.0000,30.0627,5.0000,26.0000
50.0000,0.2000,1.0000,146.1700,150.5910,4.8839,1.0000,30.0438,5.0000,27.0000
20.0000,0.1000,1.0000,147.9500,150.7450,3.6456,1.0000,30.0399,5.0000,28.0000
20.0000,0.1000,5.0000,146.4950,150.8000,3.9400,1.0000,30.0381,5.0000,29.0000
100.0000,0.1000,10.0000,144.6500,151.6800,5.0055,1.0000,30.0562,5.0000,30.0000
150.0000,0.1000,5.0000,149.1550,151.7070,2.2443,1.0000,30.1035,5.0000,31.0000
100.0000,0.0500,10.0000,147.1900,152.1040,3.4134,1.0000,30.0986,5.0000,32.0000
50.0000,0.0500,1.0000,147.2050,152.1320,5.6392,1.0000,30.0748,5.0000,33.0000
50.0000,0.0500,5.0000,148.2400,152.7360,3.3667,1.0000,30.0513,5.0000,34.0000
150.0000,0.0500,5.0000,146.9150,152.7560,3.7507,1.0000,30.0835,5.0000,35.0000
100.0000,0.2000,1.0000,148.7850,152.9510,2.5446,1.0000,30.0733,5.0000,36.0000
100.0000,0.1000,1.0000,149.8050,153.1970,3.4155,1.0000,30.0987,5.0000,37.0000
20.0000,0.0500,1.0000,149.3000,153.2160,2.6923,1.0000,30.0430,5.0000,38.0000
20.0000,0.0500,5.0000,148.8450,153.2720,3.8257,1.0000,30.0352,5.0000,39.0000
150.0000,0.0500,10.0000,150.5500,153.5670,2.2023,1.0000,30.1315,5.0000,40.0000
100.0000,0.0500,5.0000,150.9000,154.5710,3.9204,1.0000,30.0911,5.0000,41.0000
50.0000,0.0500,10.0000,153.1150,156.0160,2.5233,1.0000,30.0644,5.0000,42.0000
100.0000,0.0500,1.0000,152.4250,156.1060,2.8859,1.0000,30.0932,5.0000,43.0000
150.0000,0.0500,1.0000,153.5200,156.9850,3.0103,1.0000,30.0772,5.0000,44.0000
150.0000,0.1000,1.0000,147.9100,161.3900,12.4515,1.0000,30.1226,5.0000,45.0000
100.0000,0.3000,1.0000,158.6350,164.6130,4.1430,1.0000,30.0967,5.0000,46.0000
150.0000,0.2000,1.0000,169.9550,174.3640,4.1203,1.0000,30.0760,5.0000,47.0000
150.0000,0.3000,1.0000,170.7900,178.8150,7.8912,1.0000,30.0989,5.0000,48.0000
