EliteCount,AvgObjective,StdObjective,SuccessRate,NumConfigs
1.0000,151.3196,3.7815,1.0000,16.0000
5.0000,147.8102,2.4252,1.0000,16.0000
10.0000,148.1053,2.7419,1.0000,16.0000
