PopSize,AvgObjective,StdObjective,SuccessRate,NumConfigs
20.0000,149.2879,2.5711,1.0000,12.0000
50.0000,149.9207,3.3860,1.0000,12.0000
100.0000,152.2980,3.2139,1.0000,12.0000
150.0000,156.5682,4.1415,1.0000,12.0000
