ConfigID,PopSize,MutRate,EliteCount,TestNum,Objective,MaxSP,Runtime
1.0000,50.0000,0.0500,5.0000,1.0000,144.6600,997.0000,30.0337
1.0000,50.0000,0.0500,5.0000,2.0000,149.8950,996.0000,30.0341
1.0000,50.0000,0.0500,5.0000,3.0000,147.0550,992.0000,30.0353
1.0000,50.0000,0.0500,5.0000,4.0000,148.3850,998.0000,30.0339
1.0000,50.0000,0.0500,5.0000,5.0000,146.9100,992.0000,30.0345
2.0000,50.0000,0.0500,10.0000,1.0000,144.7450,980.0000,30.0312
2.0000,50.0000,0.0500,10.0000,2.0000,144.4400,997.0000,30.0315
2.0000,50.0000,0.0500,10.0000,3.0000,146.1950,998.0000,30.0351
2.0000,50.0000,0.0500,10.0000,4.0000,146.4200,980.0000,30.0341
2.0000,50.0000,0.0500,10.0000,5.0000,154.1150,970.0000,30.0373
3.0000,50.0000,0.0500,15.0000,1.0000,144.7800,997.0000,30.0311
3.0000,50.0000,0.0500,15.0000,2.0000,149.5650,998.0000,30.0348
3.0000,50.0000,0.0500,15.0000,3.0000,148.5350,1000.0000,30.0308
3.0000,50.0000,0.0500,15.0000,4.0000,143.8850,998.0000,30.0342
3.0000,50.0000,0.0500,15.0000,5.0000,146.2700,1000.0000,30.0291
4.0000,50.0000,0.0500,20.0000,1.0000,146.6750,1000.0000,30.0283
4.0000,50.0000,0.0500,20.0000,2.0000,148.9500,992.0000,30.0287
4.0000,50.0000,0.0500,20.0000,3.0000,145.5050,997.0000,30.0314
4.0000,50.0000,0.0500,20.0000,4.0000,146.2250,998.0000,30.0309
4.0000,50.0000,0.0500,20.0000,5.0000,143.2950,998.0000,30.0293
5.0000,50.0000,0.1000,5.0000,1.0000,146.1300,998.0000,30.0305
5.0000,50.0000,0.1000,5.0000,2.0000,143.0850,998.0000,30.0351
5.0000,50.0000,0.1000,5.0000,3.0000,146.2250,998.0000,30.0300
5.0000,50.0000,0.1000,5.0000,4.0000,151.4050,996.0000,30.0319
5.0000,50.0000,0.1000,5.0000,5.0000,144.8750,994.0000,30.0337
6.0000,50.0000,0.1000,10.0000,1.0000,144.5200,1000.0000,30.0368
6.0000,50.0000,0.1000,10.0000,2.0000,146.6550,998.0000,30.0338
6.0000,50.0000,0.1000,10.0000,3.0000,145.2550,994.0000,30.0352
6.0000,50.0000,0.1000,10.0000,4.0000,147.4850,992.0000,30.0326
6.0000,50.0000,0.1000,10.0000,5.0000,144.8100,998.0000,30.0340
7.0000,50.0000,0.1000,15.0000,1.0000,149.0550,998.0000,30.0318
7.0000,50.0000,0.1000,15.0000,2.0000,147.6650,992.0000,30.0294
7.0000,50.0000,0.1000,15.0000,3.0000,143.0850,998.0000,30.0359
7.0000,50.0000,0.1000,15.0000,4.0000,148.9800,976.0000,30.0270
7.0000,50.0000,0.1000,15.0000,5.0000,145.4450,997.0000,30.0323
8.0000,50.0000,0.1000,20.0000,1.0000,146.6750,1000.0000,30.0286
8.0000,50.0000,0.1000,20.0000,2.0000,149.8050,1000.0000,30.0337
8.0000,50.0000,0.1000,20.0000,3.0000,149.2100,1000.0000,30.0298
8.0000,50.0000,0.1000,20.0000,4.0000,144.4400,997.0000,30.0327
8.0000,50.0000,0.1000,20.0000,5.0000,147.5450,997.0000,30.0338
9.0000,50.0000,0.1500,5.0000,1.0000,144.4900,997.0000,30.0360
9.0000,50.0000,0.1500,5.0000,2.0000,146.3750,1000.0000,30.0289
9.0000,50.0000,0.1500,5.0000,3.0000,147.6650,992.0000,30.0341
9.0000,50.0000,0.1500,5.0000,4.0000,148.5550,998.0000,30.0370
9.0000,50.0000,0.1500,5.0000,5.0000,145.4450,997.0000,30.0352
10.0000,50.0000,0.1500,10.0000,1.0000,143.9000,1000.0000,30.0313
10.0000,50.0000,0.1500,10.0000,2.0000,147.1750,992.0000,30.0331
10.0000,50.0000,0.1500,10.0000,3.0000,144.8750,994.0000,30.0384
10.0000,50.0000,0.1500,10.0000,4.0000,144.4900,997.0000,30.0346
10.0000,50.0000,0.1500,10.0000,5.0000,147.5550,992.0000,30.0342
11.0000,50.0000,0.1500,15.0000,1.0000,146.7500,997.0000,30.0331
11.0000,50.0000,0.1500,15.0000,2.0000,146.1300,998.0000,30.0369
11.0000,50.0000,0.1500,15.0000,3.0000,146.1850,998.0000,30.0341
11.0000,50.0000,0.1500,15.0000,4.0000,144.4900,997.0000,30.0350
11.0000,50.0000,0.1500,15.0000,5.0000,148.8300,996.0000,30.0324
12.0000,50.0000,0.1500,20.0000,1.0000,145.2550,994.0000,30.0373
12.0000,50.0000,0.1500,20.0000,2.0000,145.2550,994.0000,30.0341
12.0000,50.0000,0.1500,20.0000,3.0000,148.1250,992.0000,30.0337
12.0000,50.0000,0.1500,20.0000,4.0000,149.9250,998.0000,30.0357
12.0000,50.0000,0.1500,20.0000,5.0000,151.3900,996.0000,30.0345
13.0000,50.0000,0.2000,5.0000,1.0000,145.4900,994.0000,30.0313
13.0000,50.0000,0.2000,5.0000,2.0000,143.0850,998.0000,30.0373
13.0000,50.0000,0.2000,5.0000,3.0000,143.2800,1000.0000,30.0314
13.0000,50.0000,0.2000,5.0000,4.0000,147.6650,992.0000,30.0363
13.0000,50.0000,0.2000,5.0000,5.0000,147.9900,994.0000,30.0325
14.0000,50.0000,0.2000,10.0000,1.0000,151.3000,995.0000,30.0294
14.0000,50.0000,0.2000,10.0000,2.0000,144.4400,997.0000,30.0353
14.0000,50.0000,0.2000,10.0000,3.0000,144.0100,998.0000,30.0367
14.0000,50.0000,0.2000,10.0000,4.0000,147.1050,992.0000,30.0356
14.0000,50.0000,0.2000,10.0000,5.0000,147.4800,998.0000,30.0352
15.0000,50.0000,0.2000,15.0000,1.0000,144.4400,997.0000,30.0321
15.0000,50.0000,0.2000,15.0000,2.0000,146.8650,998.0000,30.0341
15.0000,50.0000,0.2000,15.0000,3.0000,148.7700,1000.0000,30.0329
15.0000,50.0000,0.2000,15.0000,4.0000,143.0850,998.0000,30.0331
15.0000,50.0000,0.2000,15.0000,5.0000,144.7450,980.0000,30.0347
16.0000,50.0000,0.2000,20.0000,1.0000,147.5350,998.0000,30.0308
16.0000,50.0000,0.2000,20.0000,2.0000,149.9450,998.0000,30.0303
16.0000,50.0000,0.2000,20.0000,3.0000,149.1550,989.0000,30.0339
16.0000,50.0000,0.2000,20.0000,4.0000,144.3050,998.0000,30.0329
16.0000,50.0000,0.2000,20.0000,5.0000,146.2250,998.0000,30.0343
17.0000,50.0000,0.2500,5.0000,1.0000,149.5650,998.0000,30.0331
17.0000,50.0000,0.2500,5.0000,2.0000,146.8650,998.0000,30.0333
17.0000,50.0000,0.2500,5.0000,3.0000,144.7450,980.0000,30.0347
17.0000,50.0000,0.2500,5.0000,4.0000,143.0850,998.0000,30.0336
17.0000,50.0000,0.2500,5.0000,5.0000,143.1600,998.0000,30.0357
18.0000,50.0000,0.2500,10.0000,1.0000,143.0850,998.0000,30.0335
18.0000,50.0000,0.2500,10.0000,2.0000,147.4050,1000.0000,30.0348
18.0000,50.0000,0.2500,10.0000,3.0000,150.6250,994.0000,30.0310
18.0000,50.0000,0.2500,10.0000,4.0000,152.6850,998.0000,30.0320
18.0000,50.0000,0.2500,10.0000,5.0000,147.4050,1000.0000,30.0379
19.0000,50.0000,0.2500,15.0000,1.0000,151.4050,996.0000,30.0316
19.0000,50.0000,0.2500,15.0000,2.0000,144.5200,1000.0000,30.0367
19.0000,50.0000,0.2500,15.0000,3.0000,144.5700,1000.0000,30.0305
19.0000,50.0000,0.2500,15.0000,4.0000,147.1050,992.0000,30.0290
19.0000,50.0000,0.2500,15.0000,5.0000,147.4950,998.0000,30.0319
20.0000,50.0000,0.2500,20.0000,1.0000,143.1600,998.0000,30.0389
20.0000,50.0000,0.2500,20.0000,2.0000,145.2550,994.0000,30.0360
20.0000,50.0000,0.2500,20.0000,3.0000,143.1600,998.0000,30.0336
20.0000,50.0000,0.2500,20.0000,4.0000,144.5200,1000.0000,30.0389
20.0000,50.0000,0.2500,20.0000,5.0000,148.3850,998.0000,30.0367
21.0000,100.0000,0.0500,5.0000,1.0000,148.8700,992.0000,30.0324
21.0000,100.0000,0.0500,5.0000,2.0000,143.1600,998.0000,30.0384
21.0000,100.0000,0.0500,5.0000,3.0000,144.4900,997.0000,30.0298
21.0000,100.0000,0.0500,5.0000,4.0000,146.7400,990.0000,30.0328
21.0000,100.0000,0.0500,5.0000,5.0000,143.1600,998.0000,30.0303
22.0000,100.0000,0.0500,10.0000,1.0000,147.4800,998.0000,30.0418
22.0000,100.0000,0.0500,10.0000,2.0000,146.4750,998.0000,30.0306
22.0000,100.0000,0.0500,10.0000,3.0000,152.6600,992.0000,30.0342
22.0000,100.0000,0.0500,10.0000,4.0000,148.8700,992.0000,30.0378
22.0000,100.0000,0.0500,10.0000,5.0000,146.9100,992.0000,30.0340
23.0000,100.0000,0.0500,15.0000,1.0000,150.2650,992.0000,30.0379
23.0000,100.0000,0.0500,15.0000,2.0000,147.4100,1000.0000,30.0348
23.0000,100.0000,0.0500,15.0000,3.0000,151.8250,994.0000,30.0345
23.0000,100.0000,0.0500,15.0000,4.0000,147.5450,997.0000,30.0315
23.0000,100.0000,0.0500,15.0000,5.0000,147.4800,998.0000,30.0452
24.0000,100.0000,0.0500,20.0000,1.0000,146.1300,998.0000,30.0418
24.0000,100.0000,0.0500,20.0000,2.0000,143.0850,998.0000,30.0418
24.0000,100.0000,0.0500,20.0000,3.0000,143.0850,998.0000,30.0347
24.0000,100.0000,0.0500,20.0000,4.0000,149.4450,1000.0000,537.4388
24.0000,100.0000,0.0500,20.0000,5.0000,143.1600,998.0000,30.0358
25.0000,100.0000,0.1000,5.0000,1.0000,144.4400,997.0000,30.0315
25.0000,100.0000,0.1000,5.0000,2.0000,148.5550,998.0000,30.0359
25.0000,100.0000,0.1000,5.0000,3.0000,145.5250,1000.0000,30.0286
25.0000,100.0000,0.1000,5.0000,4.0000,145.4900,994.0000,30.0392
25.0000,100.0000,0.1000,5.0000,5.0000,144.6600,997.0000,30.0331
26.0000,100.0000,0.1000,10.0000,1.0000,146.7900,998.0000,30.0391
26.0000,100.0000,0.1000,10.0000,2.0000,145.2550,994.0000,30.0394
26.0000,100.0000,0.1000,10.0000,3.0000,144.6950,1000.0000,30.0375
26.0000,100.0000,0.1000,10.0000,4.0000,145.7000,998.0000,30.0367
26.0000,100.0000,0.1000,10.0000,5.0000,144.8750,994.0000,30.0398
27.0000,100.0000,0.1000,15.0000,1.0000,147.8950,990.0000,30.0404
27.0000,100.0000,0.1000,15.0000,2.0000,148.5550,998.0000,30.0377
27.0000,100.0000,0.1000,15.0000,3.0000,148.8500,989.0000,30.0372
27.0000,100.0000,0.1000,15.0000,4.0000,147.6650,992.0000,30.0409
27.0000,100.0000,0.1000,15.0000,5.0000,148.0450,994.0000,30.0363
28.0000,100.0000,0.1000,20.0000,1.0000,148.5350,1000.0000,30.0295
28.0000,100.0000,0.1000,20.0000,2.0000,144.8750,994.0000,30.0321
28.0000,100.0000,0.1000,20.0000,3.0000,151.4050,996.0000,30.0299
28.0000,100.0000,0.1000,20.0000,4.0000,149.8950,996.0000,30.0405
28.0000,100.0000,0.1000,20.0000,5.0000,145.4900,994.0000,30.0313
29.0000,100.0000,0.1500,5.0000,1.0000,144.0100,998.0000,30.0412
29.0000,100.0000,0.1500,5.0000,2.0000,150.7050,1000.0000,30.0331
29.0000,100.0000,0.1500,5.0000,3.0000,147.1050,992.0000,30.0373
29.0000,100.0000,0.1500,5.0000,4.0000,143.0850,998.0000,30.0389
29.0000,100.0000,0.1500,5.0000,5.0000,147.5450,997.0000,30.0398
30.0000,100.0000,0.1500,10.0000,1.0000,147.4950,998.0000,30.0321
30.0000,100.0000,0.1500,10.0000,2.0000,151.4750,992.0000,30.0412
30.0000,100.0000,0.1500,10.0000,3.0000,148.5350,1000.0000,30.0290
30.0000,100.0000,0.1500,10.0000,4.0000,143.4050,1000.0000,30.0405
30.0000,100.0000,0.1500,10.0000,5.0000,143.4050,1000.0000,30.0295
31.0000,100.0000,0.1500,15.0000,1.0000,146.7500,997.0000,30.0489
31.0000,100.0000,0.1500,15.0000,2.0000,147.7050,998.0000,30.0315
31.0000,100.0000,0.1500,15.0000,3.0000,143.0850,998.0000,30.0367
31.0000,100.0000,0.1500,15.0000,4.0000,149.3300,996.0000,30.0346
31.0000,100.0000,0.1500,15.0000,5.0000,147.6500,997.0000,30.0329
32.0000,100.0000,0.1500,20.0000,1.0000,144.8100,998.0000,30.0361
32.0000,100.0000,0.1500,20.0000,2.0000,144.4400,997.0000,30.0361
