ConfigID,PopSize,MutRate,EliteCount,TestNum,Objective,MaxSP,Runtime
1.0000,20.0000,0.0500,1.0000,1.0000,150.7100,998.0000,30.0877
1.0000,20.0000,0.0500,1.0000,2.0000,146.3500,998.0000,30.0302
1.0000,20.0000,0.0500,1.0000,3.0000,149.6200,1000.0000,30.0257
1.0000,20.0000,0.0500,1.0000,4.0000,153.1900,1000.0000,30.0276
1.0000,20.0000,0.0500,1.0000,5.0000,150.1200,997.0000,30.0477
2.0000,20.0000,0.0500,5.0000,1.0000,154.2600,983.0000,30.0306
2.0000,20.0000,0.0500,5.0000,2.0000,146.0850,998.0000,30.0226
2.0000,20.0000,0.0500,5.0000,3.0000,143.3300,1000.0000,30.0280
2.0000,20.0000,0.0500,5.0000,4.0000,152.9800,998.0000,30.0310
2.0000,20.0000,0.0500,5.0000,5.0000,143.1600,998.0000,30.0276
3.0000,20.0000,0.0500,10.0000,1.0000,146.4000,998.0000,30.0276
3.0000,20.0000,0.0500,10.0000,2.0000,145.4750,1000.0000,30.0280
3.0000,20.0000,0.0500,10.0000,3.0000,151.2600,984.0000,30.0272
3.0000,20.0000,0.0500,10.0000,4.0000,150.5150,998.0000,30.0286
3.0000,20.0000,0.0500,10.0000,5.0000,149.6500,992.0000,30.0255
4.0000,20.0000,0.1000,1.0000,1.0000,150.0900,998.0000,30.0285
4.0000,20.0000,0.1000,1.0000,2.0000,148.1950,999.0000,30.0266
4.0000,20.0000,0.1000,1.0000,3.0000,149.6650,998.0000,30.0272
4.0000,20.0000,0.1000,1.0000,4.0000,151.0150,989.0000,30.0312
4.0000,20.0000,0.1000,1.0000,5.0000,154.2250,998.0000,30.0341
5.0000,20.0000,0.1000,5.0000,1.0000,148.5550,998.0000,30.0256
5.0000,20.0000,0.1000,5.0000,2.0000,145.4200,994.0000,30.0328
5.0000,20.0000,0.1000,5.0000,3.0000,149.2450,997.0000,30.0275
5.0000,20.0000,0.1000,5.0000,4.0000,151.7800,998.0000,30.0264
5.0000,20.0000,0.1000,5.0000,5.0000,150.1000,998.0000,30.0228
6.0000,20.0000,0.1000,10.0000,1.0000,148.8450,998.0000,30.0322
6.0000,20.0000,0.1000,10.0000,2.0000,150.3100,992.0000,30.0246
6.0000,20.0000,0.1000,10.0000,3.0000,147.4600,1000.0000,30.0267
6.0000,20.0000,0.1000,10.0000,4.0000,144.7150,997.0000,30.0231
6.0000,20.0000,0.1000,10.0000,5.0000,148.6800,1000.0000,30.0259
7.0000,20.0000,0.2000,1.0000,1.0000,152.6250,998.0000,30.0292
7.0000,20.0000,0.2000,1.0000,2.0000,151.4050,996.0000,30.0304
7.0000,20.0000,0.2000,1.0000,3.0000,146.3550,980.0000,30.0272
7.0000,20.0000,0.2000,1.0000,4.0000,150.4100,995.0000,30.0278
7.0000,20.0000,0.2000,1.0000,5.0000,143.6050,1000.0000,30.0240
8.0000,20.0000,0.2000,5.0000,1.0000,143.4050,1000.0000,30.0356
8.0000,20.0000,0.2000,5.0000,2.0000,146.6800,1000.0000,30.0216
8.0000,20.0000,0.2000,5.0000,3.0000,149.3100,997.0000,30.0405
8.0000,20.0000,0.2000,5.0000,4.0000,150.2650,992.0000,30.0249
8.0000,20.0000,0.2000,5.0000,5.0000,144.6950,1000.0000,30.0301
9.0000,20.0000,0.2000,10.0000,1.0000,146.2250,998.0000,30.0315
9.0000,20.0000,0.2000,10.0000,2.0000,146.4700,1000.0000,30.0244
