ConfigID,PopSize,MutRate,EliteCount,TestNum,Objective,MaxSP,Runtime
1.0000,20.0000,0.0500,1.0000,1.0000,154.0350,977.0000,30.0484
1.0000,20.0000,0.0500,1.0000,2.0000,152.0300,998.0000,30.0358
1.0000,20.0000,0.0500,1.0000,3.0000,156.4550,980.0000,30.0392
1.0000,20.0000,0.0500,1.0000,4.0000,154.2600,982.0000,30.0453
1.0000,20.0000,0.0500,1.0000,5.0000,149.3000,998.0000,30.0462
2.0000,20.0000,0.0500,5.0000,1.0000,155.7800,988.0000,30.0421
2.0000,20.0000,0.0500,5.0000,2.0000,148.8450,975.0000,30.0329
2.0000,20.0000,0.0500,5.0000,3.0000,149.7550,1000.0000,30.0254
2.0000,20.0000,0.0500,5.0000,4.0000,157.6500,990.0000,30.0455
2.0000,20.0000,0.0500,5.0000,5.0000,154.3300,1000.0000,30.0300
3.0000,20.0000,0.0500,10.0000,1.0000,147.4500,978.0000,30.0282
3.0000,20.0000,0.0500,10.0000,2.0000,147.7400,1000.0000,30.0489
3.0000,20.0000,0.0500,10.0000,3.0000,148.6700,998.0000,30.0458
3.0000,20.0000,0.0500,10.0000,4.0000,149.5100,1000.0000,30.0430
3.0000,20.0000,0.0500,10.0000,5.0000,148.3600,992.0000,30.0349
4.0000,20.0000,0.1000,1.0000,1.0000,147.9500,998.0000,30.0371
4.0000,20.0000,0.1000,1.0000,2.0000,148.4650,998.0000,30.0324
4.0000,20.0000,0.1000,1.0000,3.0000,153.8300,977.0000,30.0428
4.0000,20.0000,0.1000,1.0000,4.0000,155.5250,983.0000,30.0451
4.0000,20.0000,0.1000,1.0000,5.0000,147.9550,992.0000,30.0423
5.0000,20.0000,0.1000,5.0000,1.0000,155.2500,998.0000,30.0439
5.0000,20.0000,0.1000,5.0000,2.0000,146.4950,997.0000,30.0317
5.0000,20.0000,0.1000,5.0000,3.0000,147.9100,997.0000,30.0373
5.0000,20.0000,0.1000,5.0000,4.0000,149.7600,998.0000,30.0461
5.0000,20.0000,0.1000,5.0000,5.0000,154.5850,998.0000,30.0312
6.0000,20.0000,0.1000,10.0000,1.0000,151.9550,994.0000,30.0324
6.0000,20.0000,0.1000,10.0000,2.0000,146.9950,998.0000,30.0382
6.0000,20.0000,0.1000,10.0000,3.0000,149.0350,998.0000,30.0348
6.0000,20.0000,0.1000,10.0000,4.0000,148.4000,998.0000,30.0327
6.0000,20.0000,0.1000,10.0000,5.0000,151.4400,984.0000,30.0394
7.0000,20.0000,0.2000,1.0000,1.0000,154.7950,1000.0000,30.0271
7.0000,20.0000,0.2000,1.0000,2.0000,150.2550,987.0000,30.0496
7.0000,20.0000,0.2000,1.0000,3.0000,147.6200,1000.0000,30.0321
7.0000,20.0000,0.2000,1.0000,4.0000,147.6200,977.0000,30.0302
7.0000,20.0000,0.2000,1.0000,5.0000,150.8800,998.0000,30.0439
8.0000,20.0000,0.2000,5.0000,1.0000,147.9800,998.0000,30.0431
8.0000,20.0000,0.2000,5.0000,2.0000,150.0800,997.0000,30.0414
8.0000,20.0000,0.2000,5.0000,3.0000,150.2900,998.0000,30.0408
8.0000,20.0000,0.2000,5.0000,4.0000,149.7800,971.0000,30.0407
8.0000,20.0000,0.2000,5.0000,5.0000,148.5550,998.0000,30.0359
9.0000,20.0000,0.2000,10.0000,1.0000,146.8650,997.0000,30.0451
9.0000,20.0000,0.2000,10.0000,2.0000,144.9200,994.0000,30.0294
9.0000,20.0000,0.2000,10.0000,3.0000,151.5250,995.0000,30.0235
9.0000,20.0000,0.2000,10.0000,4.0000,147.5550,992.0000,30.0319
9.0000,20.0000,0.2000,10.0000,5.0000,147.1600,992.0000,30.0262
10.0000,20.0000,0.3000,1.0000,1.0000,147.0550,992.0000,30.0452
10.0000,20.0000,0.3000,1.0000,2.0000,146.8650,998.0000,30.0404
10.0000,20.0000,0.3000,1.0000,3.0000,143.5650,998.0000,30.0409
10.0000,20.0000,0.3000,1.0000,4.0000,143.4050,1000.0000,30.0300
10.0000,20.0000,0.3000,1.0000,5.0000,150.3100,992.0000,30.0293
11.0000,20.0000,0.3000,5.0000,1.0000,147.4950,998.0000,30.0295
11.0000,20.0000,0.3000,5.0000,2.0000,150.2750,998.0000,30.0400
11.0000,20.0000,0.3000,5.0000,3.0000,146.1950,998.0000,30.0283
11.0000,20.0000,0.3000,5.0000,4.0000,147.1400,998.0000,30.0535
11.0000,20.0000,0.3000,5.0000,5.0000,143.8800,1000.0000,30.0361
12.0000,20.0000,0.3000,10.0000,1.0000,145.7700,998.0000,30.0449
12.0000,20.0000,0.3000,10.0000,2.0000,144.4900,997.0000,30.0420
12.0000,20.0000,0.3000,10.0000,3.0000,148.7400,997.0000,30.0381
12.0000,20.0000,0.3000,10.0000,4.0000,143.0850,998.0000,30.0279
12.0000,20.0000,0.3000,10.0000,5.0000,143.4050,1000.0000,30.0376
13.0000,50.0000,0.0500,1.0000,1.0000,147.2050,998.0000,30.0572
13.0000,50.0000,0.0500,1.0000,2.0000,150.3450,986.0000,30.0875
13.0000,50.0000,0.0500,1.0000,3.0000,149.5150,992.0000,30.0450
13.0000,50.0000,0.0500,1.0000,4.0000,151.8300,997.0000,30.0785
13.0000,50.0000,0.0500,1.0000,5.0000,161.7650,980.0000,30.1059
14.0000,50.0000,0.0500,5.0000,1.0000,154.3150,992.0000,30.0437
14.0000,50.0000,0.0500,5.0000,2.0000,152.8650,982.0000,30.0391
14.0000,50.0000,0.0500,5.0000,3.0000,148.2400,997.0000,30.0434
14.0000,50.0000,0.0500,5.0000,4.0000,157.1900,999.0000,30.0666
14.0000,50.0000,0.0500,5.0000,5.0000,151.0700,994.0000,30.0638
15.0000,50.0000,0.0500,10.0000,1.0000,157.5850,1000.0000,30.0876
15.0000,50.0000,0.0500,10.0000,2.0000,153.7800,989.0000,30.0706
15.0000,50.0000,0.0500,10.0000,3.0000,156.5300,989.0000,30.0251
15.0000,50.0000,0.0500,10.0000,4.0000,159.0700,998.0000,30.0741
15.0000,50.0000,0.0500,10.0000,5.0000,153.1150,999.0000,30.0647
16.0000,50.0000,0.1000,1.0000,1.0000,146.3450,998.0000,30.0424
16.0000,50.0000,0.1000,1.0000,2.0000,151.8600,996.0000,30.0789
16.0000,50.0000,0.1000,1.0000,3.0000,146.4550,1000.0000,30.0806
16.0000,50.0000,0.1000,1.0000,4.0000,151.0300,997.0000,30.0408
16.0000,50.0000,0.1000,1.0000,5.0000,157.2600,992.0000,30.0708
17.0000,50.0000,0.1000,5.0000,1.0000,148.2600,998.0000,30.0724
17.0000,50.0000,0.1000,5.0000,2.0000,147.1750,999.0000,30.0684
17.0000,50.0000,0.1000,5.0000,3.0000,147.6800,989.0000,30.0521
17.0000,50.0000,0.1000,5.0000,4.0000,148.7550,997.0000,30.0735
17.0000,50.0000,0.1000,5.0000,5.0000,145.7900,1000.0000,30.0507
18.0000,50.0000,0.1000,10.0000,1.0000,150.0100,998.0000,30.0331
18.0000,50.0000,0.1000,10.0000,2.0000,146.2750,997.0000,30.0906
18.0000,50.0000,0.1000,10.0000,3.0000,151.4950,989.0000,30.0785
18.0000,50.0000,0.1000,10.0000,4.0000,148.9450,989.0000,30.0593
18.0000,50.0000,0.1000,10.0000,5.0000,146.6500,980.0000,30.0444
19.0000,50.0000,0.2000,1.0000,1.0000,157.3900,994.0000,30.0323
19.0000,50.0000,0.2000,1.0000,2.0000,146.1700,998.0000,30.0458
19.0000,50.0000,0.2000,1.0000,3.0000,147.4750,1000.0000,30.0741
19.0000,50.0000,0.2000,1.0000,4.0000,147.8250,998.0000,30.0369
19.0000,50.0000,0.2000,1.0000,5.0000,154.0950,998.0000,30.0298
