Generation,Time,BestObjective,AvgFitness,BestFitness,CacheHitRate
1.0000,0.1012,240.6950,0.0002,0.0041,0.0200
2.0000,0.1510,214.5750,0.0008,0.0046,0.0333
3.0000,0.1945,214.5750,0.0022,0.0046,0.0500
4.0000,0.2328,214.1850,0.0038,0.0046,0.0560
5.0000,0.2767,201.2050,0.0043,0.0049,0.0600
6.0000,0.3202,197.0550,0.0046,0.0050,0.0771
7.0000,0.3504,197.0550,0.0048,0.0050,0.1125
8.0000,0.3819,181.3050,0.0049,0.0055,0.1311
9.0000,0.4074,181.3050,0.0051,0.0055,0.1620
10.0000,0.4363,181.3050,0.0051,0.0055,0.1782
11.0000,0.4684,176.0200,0.0052,0.0056,0.1850
12.0000,0.4862,176.0200,0.0054,0.0056,0.2215
13.0000,0.5143,176.0200,0.0055,0.0056,0.2371
14.0000,0.5391,173.9250,0.0056,0.0057,0.2613
15.0000,0.5616,173.4400,0.0056,0.0057,0.2838
16.0000,0.5774,173.4400,0.0057,0.0057,0.3106
17.0000,0.5913,173.4400,0.0057,0.0057,0.3389
18.0000,0.6064,162.9000,0.0057,0.0061,0.3611
19.0000,0.6204,162.9000,0.0057,0.0061,0.3830
20.0000,0.6344,162.9000,0.0058,0.0061,0.4029
21.0000,0.6506,162.9000,0.0058,0.0061,0.4182
22.0000,0.6666,162.9000,0.0060,0.0061,0.4322
23.0000,0.6763,162.9000,0.0061,0.0061,0.4517
24.0000,0.6897,162.9000,0.0061,0.0061,0.4656
25.0000,0.7039,162.9000,0.0061,0.0061,0.4777
26.0000,0.7153,162.9000,0.0061,0.0061,0.4919
27.0000,0.7285,162.9000,0.0061,0.0061,0.5029
28.0000,0.7417,162.5600,0.0061,0.0061,0.5138
29.0000,0.7528,159.7650,0.0061,0.0062,0.5253
30.0000,0.7663,159.7650,0.0061,0.0062,0.5348
31.0000,0.7801,159.7650,0.0061,0.0062,0.5431
32.0000,0.7960,159.7650,0.0061,0.0062,0.5491
33.0000,0.8067,159.4250,0.0062,0.0062,0.5588
34.0000,0.8191,159.4250,0.0062,0.0062,0.5669
35.0000,0.8337,159.4250,0.0062,0.0062,0.5728
36.0000,0.8459,159.4250,0.0062,0.0062,0.5800
37.0000,0.8594,159.4250,0.0062,0.0062,0.5863
38.0000,0.8725,159.4250,0.0062,0.0062,0.5923
39.0000,0.8883,157.3150,0.0062,0.0063,0.5965
40.0000,0.9019,157.3150,0.0062,0.0063,0.6020
41.0000,0.9162,157.3150,0.0063,0.0063,0.6062
42.0000,0.9332,156.7250,0.0063,0.0063,0.6093
43.0000,0.9453,154.9200,0.0063,0.0064,0.6155
44.0000,0.9579,154.9200,0.0063,0.0064,0.6209
45.0000,0.9718,154.9200,0.0063,0.0064,0.6257
46.0000,0.9873,154.9200,0.0064,0.0064,0.6302
47.0000,1.0051,154.9200,0.0064,0.0064,0.6333
48.0000,1.0247,154.9200,0.0064,0.0064,0.6359
49.0000,1.0396,154.9200,0.0064,0.0064,0.6400
50.0000,1.0540,154.9200,0.0064,0.0064,0.6439
51.0000,1.0715,154.9200,0.0064,0.0064,0.6465
52.0000,1.0860,154.9200,0.0064,0.0064,0.6498
53.0000,1.1022,154.9200,0.0064,0.0064,0.6526
