Generation,Time,BestObjective,AvgFitness,BestFitness,CacheHitRate
1.0000,0.0672,203.9300,0.0001,0.0049,0.0100
2.0000,0.1033,193.0250,0.0009,0.0052,0.0156
3.0000,0.1393,193.0250,0.0018,0.0052,0.0167
4.0000,0.1732,193.0250,0.0024,0.0052,0.0253
5.0000,0.2072,192.9500,0.0025,0.0052,0.0311
6.0000,0.2422,192.0700,0.0028,0.0052,0.0314
7.0000,0.2779,187.4300,0.0029,0.0053,0.0392
8.0000,0.3123,187.4300,0.0029,0.0053,0.0415
9.0000,0.3477,187.4300,0.0031,0.0053,0.0440
10.0000,0.3853,184.5650,0.0032,0.0054,0.0473
11.0000,0.4267,184.5650,0.0031,0.0054,0.0483
12.0000,0.4631,184.5650,0.0032,0.0054,0.0487
13.0000,0.4982,184.5650,0.0034,0.0054,0.0533
14.0000,0.5342,184.5650,0.0031,0.0054,0.0596
15.0000,0.5700,184.5650,0.0035,0.0054,0.0696
16.0000,0.6047,184.5650,0.0037,0.0054,0.0800
17.0000,0.6358,178.2950,0.0043,0.0056,0.0989
18.0000,0.6664,178.2950,0.0044,0.0056,0.1140
19.0000,0.6950,178.2950,0.0042,0.0056,0.1303
20.0000,0.7237,176.8300,0.0047,0.0056,0.1460
21.0000,0.7516,176.8300,0.0047,0.0056,0.1633
22.0000,0.7790,176.1150,0.0047,0.0056,0.1800
23.0000,0.8067,174.4100,0.0047,0.0057,0.1967
24.0000,0.8333,173.8800,0.0049,0.0057,0.2136
25.0000,0.8597,173.8800,0.0052,0.0057,0.2303
26.0000,0.8868,173.8800,0.0048,0.0057,0.2447
27.0000,0.9150,173.8800,0.0049,0.0057,0.2574
28.0000,0.9435,173.7600,0.0049,0.0057,0.2697
29.0000,0.9704,172.6800,0.0049,0.0058,0.2809
30.0000,0.9959,172.3150,0.0051,0.0058,0.2923
31.0000,1.0238,171.7750,0.0050,0.0058,0.3025
32.0000,1.0517,171.7750,0.0052,0.0058,0.3123
33.0000,1.0775,165.0250,0.0054,0.0060,0.3220
34.0000,1.1032,165.0250,0.0051,0.0060,0.3303
35.0000,1.1331,165.0250,0.0053,0.0060,0.3393
36.0000,1.1585,164.3800,0.0052,0.0060,0.3483
37.0000,1.1834,164.3800,0.0052,0.0060,0.3567
38.0000,1.2051,164.3800,0.0056,0.0060,0.3684
39.0000,1.2284,164.3800,0.0056,0.0060,0.3777
40.0000,1.2495,164.3800,0.0056,0.0060,0.3886
41.0000,1.2721,164.3800,0.0055,0.0060,0.3987
42.0000,1.2947,161.5000,0.0055,0.0062,0.4078
43.0000,1.3175,161.5000,0.0052,0.0062,0.4153
44.0000,1.3452,161.5000,0.0052,0.0062,0.4203
45.0000,1.3703,161.5000,0.0055,0.0062,0.4271
46.0000,1.4036,161.5000,0.0057,0.0062,0.4345
47.0000,1.4277,161.5000,0.0053,0.0062,0.4397
48.0000,1.4503,161.5000,0.0056,0.0062,0.4459
49.0000,1.4730,161.5000,0.0055,0.0062,0.4513
50.0000,1.4960,160.3800,0.0055,0.0062,0.4574
51.0000,1.5181,160.3800,0.0054,0.0062,0.4633
52.0000,1.5398,160.3800,0.0052,0.0062,0.4692
53.0000,1.5617,160.3800,0.0055,0.0062,0.4743
54.0000,1.5829,160.3800,0.0056,0.0062,0.4800
55.0000,1.6053,160.3800,0.0056,0.0062,0.4857
56.0000,1.6266,160.3800,0.0056,0.0062,0.4909
57.0000,1.6466,160.3800,0.0057,0.0062,0.4969
58.0000,1.6680,160.3800,0.0054,0.0062,0.5017
59.0000,1.6890,159.2500,0.0057,0.0062,0.5070
60.0000,1.7102,159.2500,0.0058,0.0062,0.5120
61.0000,1.7308,159.2500,0.0056,0.0062,0.5172
62.0000,1.7530,159.2500,0.0056,0.0062,0.5211
63.0000,1.7743,159.2500,0.0057,0.0062,0.5259
64.0000,1.7943,159.2500,0.0058,0.0062,0.5312
65.0000,1.8161,159.2500,0.0057,0.0062,0.5353
66.0000,1.8382,159.2500,0.0053,0.0062,0.5386
67.0000,1.8609,159.2500,0.0056,0.0062,0.5418
68.0000,1.8817,159.2500,0.0058,0.0062,0.5458
69.0000,1.9024,159.2350,0.0057,0.0062,0.5497
70.0000,1.9249,159.2350,0.0057,0.0062,0.5531
71.0000,1.9460,159.2350,0.0057,0.0062,0.5564
72.0000,1.9668,158.8900,0.0059,0.0063,0.5604
73.0000,1.9885,158.8450,0.0055,0.0063,0.5634
74.0000,2.0111,158.8450,0.0054,0.0063,0.5657
75.0000,2.0359,158.8300,0.0055,0.0063,0.5680
76.0000,2.0564,158.4800,0.0059,0.0063,0.5719
77.0000,2.0774,158.4650,0.0058,0.0063,0.5751
78.0000,2.1006,158.4650,0.0056,0.0063,0.5774
79.0000,2.1244,158.4650,0.0055,0.0063,0.5793
80.0000,2.1473,155.4250,0.0056,0.0064,0.5812
81.0000,2.1683,155.4250,0.0057,0.0064,0.5841
82.0000,2.1890,155.4100,0.0059,0.0064,0.5868
83.0000,2.2114,155.4100,0.0059,0.0064,0.5897
84.0000,2.2347,155.4100,0.0055,0.0064,0.5911
85.0000,2.2572,155.4100,0.0056,0.0064,0.5929
86.0000,2.2798,154.8850,0.0053,0.0064,0.5946
87.0000,2.3034,154.8850,0.0060,0.0064,0.5969
88.0000,2.3250,154.8850,0.0060,0.0064,0.5993
89.0000,2.3469,154.8850,0.0060,0.0064,0.6018
90.0000,2.3698,154.8850,0.0058,0.0064,0.6032
91.0000,2.3904,154.8850,0.0058,0.0064,0.6058
92.0000,2.4128,154.8850,0.0057,0.0064,0.6077
93.0000,2.4349,154.8850,0.0058,0.0064,0.6099
94.0000,2.4545,154.8850,0.0061,0.0064,0.6128
95.0000,2.4763,154.8850,0.0058,0.0064,0.6147
96.0000,2.4989,154.8850,0.0059,0.0064,0.6164
97.0000,2.5212,154.8850,0.0057,0.0064,0.6179
98.0000,2.5452,153.3200,0.0056,0.0065,0.6189
99.0000,2.5678,153.3200,0.0059,0.0065,0.6203
100.0000,2.5894,153.3200,0.0058,0.0065,0.6221
101.0000,2.6099,153.3200,0.0060,0.0065,0.6245
102.0000,2.6312,152.4100,0.0058,0.0065,0.6262
103.0000,2.6551,152.4100,0.0055,0.0065,0.6272
104.0000,2.6773,152.4100,0.0059,0.0065,0.6283
105.0000,2.6991,152.4100,0.0057,0.0065,0.6299
106.0000,2.7213,152.4100,0.0056,0.0065,0.6312
107.0000,2.7422,152.4100,0.0059,0.0065,0.6328
108.0000,2.7652,152.4100,0.0058,0.0065,0.6338
109.0000,2.7877,152.4100,0.0058,0.0065,0.6351
110.0000,2.8093,152.4100,0.0058,0.0065,0.6366
111.0000,2.8301,152.4100,0.0061,0.0065,0.6384
112.0000,2.8522,152.4100,0.0061,0.0065,0.6396
113.0000,2.8751,152.4100,0.0058,0.0065,0.6408
114.0000,2.8963,152.4100,0.0061,0.0065,0.6426
115.0000,2.9181,152.4100,0.0060,0.0065,0.6439
116.0000,2.9395,152.4100,0.0059,0.0065,0.6454
117.0000,2.9605,152.4100,0.0060,0.0065,0.6468
118.0000,2.9810,152.4100,0.0060,0.0065,0.6484
119.0000,3.0012,152.4100,0.0062,0.0065,0.6504
120.0000,3.0235,152.4100,0.0061,0.0065,0.6518
121.0000,3.0447,152.4100,0.0059,0.0065,0.6535
122.0000,3.0662,152.4100,0.0062,0.0065,0.6549
123.0000,3.0866,152.4100,0.0061,0.0065,0.6565
124.0000,3.1066,152.1700,0.0061,0.0065,0.6585
125.0000,3.1267,152.1700,0.0063,0.0065,0.6602
126.0000,3.1478,152.1700,0.0059,0.0065,0.6617
127.0000,3.1675,152.1700,0.0064,0.0065,0.6635
128.0000,3.1886,152.1700,0.0058,0.0065,0.6645
129.0000,3.2101,149.6000,0.0059,0.0066,0.6654
130.0000,3.2321,149.6000,0.0058,0.0066,0.6662
131.0000,3.2558,149.6000,0.0058,0.0066,0.6668
132.0000,3.2776,149.6000,0.0057,0.0066,0.6679
133.0000,3.2990,149.6000,0.0059,0.0066,0.6689
134.0000,3.3220,149.6000,0.0055,0.0066,0.6692
135.0000,3.3454,149.3600,0.0055,0.0067,0.6693
136.0000,3.3693,149.3600,0.0060,0.0067,0.6697
137.0000,3.3909,149.3600,0.0063,0.0067,0.6706
138.0000,3.4124,149.3600,0.0062,0.0067,0.6716
139.0000,3.4346,149.3600,0.0059,0.0067,0.6723
140.0000,3.4557,149.1150,0.0060,0.0067,0.6732
141.0000,3.4798,149.1150,0.0062,0.0067,0.6739
142.0000,3.5086,148.9600,0.0060,0.0067,0.6749
143.0000,3.5333,148.9600,0.0059,0.0067,0.6751
144.0000,3.5556,148.9600,0.0058,0.0067,0.6757
145.0000,3.5777,148.9600,0.0061,0.0067,0.6763
146.0000,3.6011,148.6350,0.0056,0.0067,0.6763
147.0000,3.6220,148.6350,0.0061,0.0067,0.6773
148.0000,3.6444,148.6350,0.0057,0.0067,0.6778
149.0000,3.6658,148.6350,0.0057,0.0067,0.6784
150.0000,3.6883,148.6350,0.0059,0.0067,0.6789
151.0000,3.7110,148.6350,0.0061,0.0067,0.6792
152.0000,3.7317,148.6350,0.0063,0.0067,0.6801
153.0000,3.7538,148.6350,0.0062,0.0067,0.6808
154.0000,3.7743,148.6350,0.0063,0.0067,0.6818
155.0000,3.7955,148.6350,0.0063,0.0067,0.6826
156.0000,3.8155,148.6350,0.0064,0.0067,0.6837
157.0000,3.8368,148.6350,0.0060,0.0067,0.6842
158.0000,3.8589,148.6350,0.0057,0.0067,0.6847
159.0000,3.8794,148.5950,0.0062,0.0067,0.6857
160.0000,3.8999,148.5950,0.0062,0.0067,0.6867
161.0000,3.9206,148.5950,0.0063,0.0067,0.6877
162.0000,3.9414,148.5950,0.0061,0.0067,0.6885
163.0000,3.9623,148.5950,0.0059,0.0067,0.6892
164.0000,3.9838,148.5950,0.0062,0.0067,0.6899
165.0000,4.0059,148.5950,0.0060,0.0067,0.6905
166.0000,4.0304,148.5950,0.0057,0.0067,0.6907
167.0000,4.0526,148.5950,0.0059,0.0067,0.6913
168.0000,4.0747,148.5950,0.0063,0.0067,0.6919
169.0000,4.0965,148.5950,0.0061,0.0067,0.6926
170.0000,4.1186,148.5950,0.0061,0.0067,0.6933
171.0000,4.1402,148.5950,0.0063,0.0067,0.6941
172.0000,4.1627,148.5950,0.0061,0.0067,0.6949
173.0000,4.1850,148.5950,0.0062,0.0067,0.6956
174.0000,4.2069,148.5950,0.0061,0.0067,0.6962
175.0000,4.2268,148.5950,0.0063,0.0067,0.6972
176.0000,4.2478,148.5950,0.0061,0.0067,0.6981
177.0000,4.2686,148.5950,0.0064,0.0067,0.6990
178.0000,4.2898,148.5950,0.0062,0.0067,0.6996
179.0000,4.3109,148.5950,0.0062,0.0067,0.7004
180.0000,4.3324,148.5950,0.0061,0.0067,0.7012
181.0000,4.3533,148.5950,0.0063,0.0067,0.7020
182.0000,4.3753,148.5950,0.0059,0.0067,0.7026
183.0000,4.3966,148.5950,0.0061,0.0067,0.7032
184.0000,4.4174,148.5950,0.0061,0.0067,0.7041
185.0000,4.4385,148.5950,0.0059,0.0067,0.7047
186.0000,4.4586,148.5950,0.0063,0.0067,0.7056
187.0000,4.4796,148.5950,0.0062,0.0067,0.7064
188.0000,4.5014,148.5950,0.0059,0.0067,0.7069
189.0000,4.5229,148.5950,0.0060,0.0067,0.7076
190.0000,4.5451,148.5950,0.0060,0.0067,0.7081
191.0000,4.5662,148.5950,0.0061,0.0067,0.7089
192.0000,4.5883,148.5950,0.0061,0.0067,0.7097
193.0000,4.6096,148.5950,0.0061,0.0067,0.7104
194.0000,4.6300,148.5950,0.0065,0.0067,0.7113
195.0000,4.6512,148.5950,0.0059,0.0067,0.7121
196.0000,4.6736,148.5950,0.0060,0.0067,0.7128
197.0000,4.6943,148.5950,0.0063,0.0067,0.7137
198.0000,4.7148,148.5950,0.0061,0.0067,0.7145
199.0000,4.7365,148.5950,0.0058,0.0067,0.7151
200.0000,4.7576,148.5950,0.0058,0.0067,0.7157
201.0000,4.7778,148.5950,0.0063,0.0067,0.7166
202.0000,4.7982,148.5950,0.0059,0.0067,0.7175
203.0000,4.8177,148.5950,0.0061,0.0067,0.7184
204.0000,4.8379,148.5950,0.0061,0.0067,0.7193
205.0000,4.8573,148.5950,0.0063,0.0067,0.7202
206.0000,4.8771,148.5950,0.0060,0.0067,0.7211
207.0000,4.8970,148.5950,0.0063,0.0067,0.7219
208.0000,4.9179,148.5950,0.0060,0.0067,0.7227
209.0000,4.9408,148.5950,0.0061,0.0067,0.7234
210.0000,4.9621,148.5950,0.0064,0.0067,0.7243
211.0000,4.9849,148.5950,0.0062,0.0067,0.7250
212.0000,5.0061,148.5950,0.0061,0.0067,0.7259
213.0000,5.0315,148.5950,0.0062,0.0067,0.7267
214.0000,5.0560,148.5950,0.0065,0.0067,0.7275
215.0000,5.0784,148.5950,0.0064,0.0067,0.7285
216.0000,5.0993,148.5950,0.0062,0.0067,0.7294
217.0000,5.1206,148.5950,0.0059,0.0067,0.7302
218.0000,5.1418,148.5950,0.0063,0.0067,0.7308
219.0000,5.1629,148.5950,0.0060,0.0067,0.7317
220.0000,5.1839,148.5950,0.0059,0.0067,0.7324
221.0000,5.2032,148.5950,0.0060,0.0067,0.7334
222.0000,5.2228,148.5950,0.0062,0.0067,0.7342
223.0000,5.2426,148.5950,0.0061,0.0067,0.7351
224.0000,5.2624,148.5950,0.0062,0.0067,0.7359
225.0000,5.2835,148.5950,0.0058,0.0067,0.7365
226.0000,5.3034,148.5950,0.0061,0.0067,0.7373
227.0000,5.3233,148.5950,0.0063,0.0067,0.7381
228.0000,5.3448,148.5950,0.0063,0.0067,0.7388
229.0000,5.3655,148.5950,0.0062,0.0067,0.7395
230.0000,5.3863,148.5950,0.0059,0.0067,0.7402
231.0000,5.4062,148.5950,0.0064,0.0067,0.7409
232.0000,5.4259,148.5950,0.0063,0.0067,0.7416
233.0000,5.4468,148.5950,0.0060,0.0067,0.7422
234.0000,5.4663,148.5950,0.0064,0.0067,0.7430
235.0000,5.4855,148.5950,0.0062,0.0067,0.7438
236.0000,5.5059,148.5950,0.0061,0.0067,0.7445
237.0000,5.5251,148.5950,0.0062,0.0067,0.7454
238.0000,5.5446,148.5950,0.0062,0.0067,0.7461
239.0000,5.5647,148.5950,0.0061,0.0067,0.7469
240.0000,5.5846,148.5950,0.0062,0.0067,0.7475
241.0000,5.6045,148.5950,0.0061,0.0067,0.7482
242.0000,5.6235,148.5950,0.0063,0.0067,0.7490
243.0000,5.6430,148.5950,0.0065,0.0067,0.7497
244.0000,5.6625,148.5950,0.0059,0.0067,0.7505
245.0000,5.6825,148.5950,0.0063,0.0067,0.7512
246.0000,5.7020,148.5950,0.0062,0.0067,0.7520
247.0000,5.7221,148.5950,0.0060,0.0067,0.7528
248.0000,5.7419,148.5950,0.0063,0.0067,0.7535
249.0000,5.7648,148.5950,0.0063,0.0067,0.7543
250.0000,5.7857,148.5950,0.0062,0.0067,0.7548
251.0000,5.8055,148.5950,0.0062,0.0067,0.7555
252.0000,5.8247,148.5950,0.0061,0.0067,0.7562
253.0000,5.8447,148.5950,0.0062,0.0067,0.7569
254.0000,5.8644,148.5950,0.0062,0.0067,0.7576
255.0000,5.8841,148.5950,0.0062,0.0067,0.7582
256.0000,5.9046,148.5950,0.0059,0.0067,0.7588
257.0000,5.9234,148.5950,0.0060,0.0067,0.7597
258.0000,5.9429,148.5950,0.0065,0.0067,0.7604
259.0000,5.9616,148.5950,0.0062,0.0067,0.7613
260.0000,5.9813,148.5950,0.0062,0.0067,0.7619
261.0000,6.0005,148.5950,0.0063,0.0067,0.7626
262.0000,6.0198,148.5950,0.0059,0.0067,0.7634
263.0000,6.0413,148.5950,0.0061,0.0067,0.7641
264.0000,6.0619,148.5950,0.0061,0.0067,0.7648
265.0000,6.0813,148.5950,0.0062,0.0067,0.7654
266.0000,6.1008,148.5950,0.0059,0.0067,0.7661
