Generation,Time,BestObjective,AvgFitness,BestFitness,CacheHitRate
1.0000,0.0830,216.2850,0.0001,0.0046,0.0067
2.0000,0.1251,194.2250,0.0009,0.0051,0.0133
3.0000,0.1618,194.2250,0.0022,0.0051,0.0217
4.0000,0.1978,185.7050,0.0031,0.0054,0.0253
5.0000,0.2330,185.7050,0.0038,0.0054,0.0278
6.0000,0.2667,185.7050,0.0039,0.0054,0.0314
7.0000,0.3020,185.7050,0.0037,0.0054,0.0400
8.0000,0.3365,185.7050,0.0037,0.0054,0.0452
9.0000,0.3741,185.7050,0.0039,0.0054,0.0473
10.0000,0.4138,184.8900,0.0037,0.0054,0.0527
11.0000,0.4523,184.8900,0.0035,0.0054,0.0556
12.0000,0.5177,183.1700,0.0039,0.0054,0.0574
13.0000,0.5517,179.3750,0.0042,0.0055,0.0690
14.0000,0.5839,179.3750,0.0043,0.0055,0.0751
15.0000,0.6217,177.2500,0.0042,0.0056,0.0850
16.0000,0.6575,177.2500,0.0045,0.0056,0.0945
17.0000,0.6927,172.3850,0.0046,0.0058,0.1059
18.0000,0.7263,172.3850,0.0049,0.0058,0.1193
19.0000,0.7586,172.2800,0.0047,0.0058,0.1353
20.0000,0.7931,169.7200,0.0048,0.0059,0.1517
21.0000,0.8228,169.7200,0.0048,0.0059,0.1715
22.0000,0.8505,169.7200,0.0050,0.0059,0.1930
23.0000,0.8786,168.1800,0.0050,0.0059,0.2122
24.0000,0.9061,168.1800,0.0051,0.0059,0.2315
25.0000,0.9338,168.1800,0.0052,0.0059,0.2477
26.0000,0.9613,168.1800,0.0050,0.0059,0.2632
27.0000,0.9892,165.9350,0.0052,0.0060,0.2774
28.0000,1.0173,165.9350,0.0051,0.0060,0.2913
29.0000,1.0446,165.9350,0.0052,0.0060,0.3060
30.0000,1.0710,163.1850,0.0055,0.0061,0.3200
31.0000,1.0982,163.1850,0.0052,0.0061,0.3308
32.0000,1.1251,162.6050,0.0052,0.0061,0.3418
33.0000,1.1496,162.6050,0.0056,0.0061,0.3555
34.0000,1.1748,160.5800,0.0055,0.0062,0.3682
35.0000,1.1996,160.5800,0.0056,0.0062,0.3789
36.0000,1.2243,158.9550,0.0056,0.0063,0.3903
37.0000,1.2493,158.9550,0.0057,0.0063,0.4007
38.0000,1.2768,158.9550,0.0054,0.0063,0.4087
39.0000,1.3036,158.3400,0.0054,0.0063,0.4160
40.0000,1.3282,158.3400,0.0053,0.0063,0.4246
41.0000,1.3520,158.3400,0.0058,0.0063,0.4341
42.0000,1.3768,158.3400,0.0058,0.0063,0.4417
43.0000,1.4001,158.3400,0.0058,0.0063,0.4502
44.0000,1.4258,157.2050,0.0055,0.0063,0.4572
45.0000,1.4523,157.2050,0.0055,0.0063,0.4638
46.0000,1.4763,157.2050,0.0060,0.0063,0.4709
47.0000,1.4994,157.2050,0.0058,0.0063,0.4785
48.0000,1.5251,156.7400,0.0056,0.0063,0.4844
49.0000,1.5522,156.3550,0.0056,0.0064,0.4888
50.0000,1.5774,156.3550,0.0057,0.0064,0.4944
51.0000,1.6024,156.3550,0.0057,0.0064,0.4996
52.0000,1.6279,153.2450,0.0059,0.0065,0.5050
53.0000,1.6552,153.2450,0.0057,0.0065,0.5093
54.0000,1.6827,152.5850,0.0060,0.0065,0.5138
55.0000,1.7082,152.5850,0.0058,0.0065,0.5185
56.0000,1.7328,151.8100,0.0059,0.0065,0.5232
57.0000,1.7587,151.8100,0.0058,0.0065,0.5270
58.0000,1.7873,151.8100,0.0057,0.0065,0.5314
59.0000,1.8129,151.8100,0.0058,0.0065,0.5353
60.0000,1.8373,151.8100,0.0059,0.0065,0.5395
61.0000,1.8619,151.6550,0.0059,0.0066,0.5441
62.0000,1.8869,151.6550,0.0060,0.0066,0.5478
63.0000,1.9125,151.5000,0.0059,0.0066,0.5508
64.0000,1.9369,151.5000,0.0058,0.0066,0.5543
65.0000,1.9616,151.5000,0.0062,0.0066,0.5580
66.0000,1.9871,151.5000,0.0056,0.0066,0.5609
67.0000,2.0119,151.3450,0.0061,0.0066,0.5641
68.0000,2.0349,151.3450,0.0062,0.0066,0.5682
69.0000,2.0591,150.6000,0.0059,0.0066,0.5714
70.0000,2.0832,150.6000,0.0061,0.0066,0.5747
71.0000,2.1097,150.5150,0.0058,0.0066,0.5775
72.0000,2.1354,150.5150,0.0060,0.0066,0.5804
73.0000,2.1601,150.5150,0.0059,0.0066,0.5836
74.0000,2.1842,150.5150,0.0060,0.0066,0.5867
75.0000,2.2090,150.5150,0.0058,0.0066,0.5894
76.0000,2.2321,149.2100,0.0063,0.0067,0.5927
77.0000,2.2561,149.2100,0.0061,0.0067,0.5954
78.0000,2.2808,149.2100,0.0059,0.0067,0.5976
79.0000,2.3069,149.2100,0.0061,0.0067,0.6001
80.0000,2.3291,148.6000,0.0064,0.0067,0.6027
81.0000,2.3518,148.6000,0.0060,0.0067,0.6052
82.0000,2.3743,148.6000,0.0061,0.0067,0.6077
83.0000,2.3976,148.6000,0.0059,0.0067,0.6096
84.0000,2.4190,148.6000,0.0061,0.0067,0.6122
85.0000,2.4414,148.6000,0.0062,0.0067,0.6143
86.0000,2.4629,148.6000,0.0060,0.0067,0.6166
87.0000,2.4846,148.6000,0.0061,0.0067,0.6183
88.0000,2.5076,148.4850,0.0059,0.0067,0.6200
89.0000,2.5305,148.4850,0.0061,0.0067,0.6216
90.0000,2.5526,148.4850,0.0061,0.0067,0.6235
91.0000,2.5747,147.7700,0.0059,0.0067,0.6250
92.0000,2.5982,147.7700,0.0060,0.0067,0.6263
93.0000,2.6223,147.7700,0.0060,0.0067,0.6277
94.0000,2.6463,147.7700,0.0058,0.0067,0.6291
95.0000,2.6694,147.7700,0.0060,0.0067,0.6306
96.0000,2.6934,147.7700,0.0059,0.0067,0.6319
97.0000,2.7165,147.7700,0.0059,0.0067,0.6329
98.0000,2.7407,147.7700,0.0058,0.0067,0.6340
99.0000,2.7635,147.6750,0.0061,0.0067,0.6353
100.0000,2.7882,147.6750,0.0061,0.0067,0.6370
101.0000,2.8110,147.6750,0.0064,0.0067,0.6388
102.0000,2.8328,147.6750,0.0061,0.0067,0.6406
103.0000,2.8542,147.6750,0.0061,0.0067,0.6426
104.0000,2.8764,147.6750,0.0061,0.0067,0.6443
105.0000,2.8991,147.6750,0.0063,0.0067,0.6457
106.0000,2.9220,147.6750,0.0063,0.0067,0.6472
107.0000,2.9442,147.6750,0.0061,0.0067,0.6488
108.0000,2.9669,147.6750,0.0064,0.0067,0.6504
109.0000,2.9909,147.6750,0.0062,0.0067,0.6519
110.0000,3.0147,147.6750,0.0062,0.0067,0.6537
111.0000,3.0388,147.6750,0.0062,0.0067,0.6554
112.0000,3.0620,147.6750,0.0064,0.0067,0.6573
113.0000,3.0848,147.6450,0.0063,0.0067,0.6591
114.0000,3.1092,147.6450,0.0063,0.0067,0.6605
115.0000,3.1318,147.6450,0.0063,0.0067,0.6623
116.0000,3.1554,147.6450,0.0062,0.0067,0.6636
117.0000,3.1803,147.5100,0.0062,0.0067,0.6650
118.0000,3.2049,147.5100,0.0060,0.0067,0.6659
119.0000,3.2293,147.5100,0.0062,0.0067,0.6670
120.0000,3.2539,147.5100,0.0060,0.0067,0.6679
121.0000,3.2811,147.5100,0.0058,0.0067,0.6682
122.0000,3.3064,147.5100,0.0056,0.0067,0.6685
123.0000,3.3311,147.2400,0.0062,0.0067,0.6690
124.0000,3.3553,147.2400,0.0060,0.0067,0.6695
125.0000,3.3774,147.1800,0.0065,0.0067,0.6707
126.0000,3.3993,147.1800,0.0063,0.0067,0.6719
127.0000,3.4215,147.1800,0.0064,0.0067,0.6730
128.0000,3.4451,147.1800,0.0060,0.0067,0.6736
129.0000,3.4673,147.1800,0.0063,0.0067,0.6748
130.0000,3.4902,147.1800,0.0060,0.0067,0.6757
131.0000,3.5123,147.1800,0.0061,0.0067,0.6768
132.0000,3.5358,147.1800,0.0062,0.0067,0.6776
133.0000,3.5604,147.1800,0.0062,0.0067,0.6787
134.0000,3.5846,147.1800,0.0063,0.0067,0.6798
135.0000,3.6092,147.1800,0.0063,0.0067,0.6807
136.0000,3.6344,147.1800,0.0064,0.0067,0.6817
137.0000,3.6593,147.1800,0.0060,0.0067,0.6822
138.0000,3.6843,147.1800,0.0061,0.0067,0.6829
139.0000,3.7075,147.1800,0.0062,0.0067,0.6838
140.0000,3.7307,147.1800,0.0062,0.0067,0.6846
141.0000,3.7528,147.1800,0.0062,0.0067,0.6859
142.0000,3.7800,147.1800,0.0063,0.0067,0.6866
143.0000,3.8024,147.1800,0.0061,0.0067,0.6876
144.0000,3.8252,147.1800,0.0065,0.0067,0.6887
145.0000,3.8478,147.1800,0.0061,0.0067,0.6898
146.0000,3.8700,147.1800,0.0063,0.0067,0.6909
147.0000,3.8934,147.1800,0.0061,0.0067,0.6917
148.0000,3.9152,147.1800,0.0060,0.0067,0.6927
149.0000,3.9381,147.1800,0.0063,0.0067,0.6936
150.0000,3.9596,147.1800,0.0064,0.0067,0.6947
