Run,Iteration,Time,Objective_avgSP,Objective_maxSP
1.000000,1.000000,5.148379,146.435000,1000.000000
1.000000,2.000000,11.714962,151.770000,990.000000
1.000000,3.000000,18.881549,147.440000,991.000000
1.000000,4.000000,25.922800,144.810000,998.000000
1.000000,5.000000,35.590712,143.085000,998.000000
2.000000,1.000000,6.662391,145.700000,998.000000
2.000000,2.000000,16.298999,143.280000,1000.000000
2.000000,3.000000,22.065175,143.085000,998.000000
2.000000,4.000000,29.239122,149.895000,996.000000
2.000000,5.000000,36.577013,143.885000,998.000000
3.000000,1.000000,8.117033,150.345000,998.000000
3.000000,2.000000,15.467990,143.085000,998.000000
3.000000,3.000000,21.137111,146.790000,998.000000
3.000000,4.000000,27.594225,145.930000,1000.000000
3.000000,5.000000,32.308210,148.980000,976.000000
4.000000,1.000000,6.592777,146.225000,998.000000
4.000000,2.000000,16.235500,143.885000,998.000000
4.000000,3.000000,22.364411,147.490000,998.000000
4.000000,4.000000,30.399242,143.280000,1000.000000
5.000000,1.000000,8.114908,148.865000,998.000000
5.000000,2.000000,15.411459,144.440000,997.000000
5.000000,3.000000,24.368164,145.700000,998.000000
5.000000,4.000000,29.882766,146.790000,998.000000
5.000000,5.000000,36.990911,146.225000,998.000000
6.000000,1.000000,5.763396,148.935000,998.000000
6.000000,2.000000,14.505670,143.280000,1000.000000
6.000000,3.000000,21.771984,143.085000,998.000000
6.000000,4.000000,29.181202,143.405000,1000.000000
6.000000,5.000000,37.846028,146.285000,980.000000
7.000000,1.000000,5.046033,144.810000,998.000000
7.000000,2.000000,9.874056,146.790000,998.000000
7.000000,3.000000,15.318726,143.280000,1000.000000
7.000000,4.000000,21.001641,148.495000,998.000000
7.000000,5.000000,26.862770,143.280000,1000.000000
7.000000,6.000000,32.381828,147.405000,1000.000000
8.000000,1.000000,8.236502,146.435000,1000.000000
8.000000,2.000000,15.353370,147.665000,992.000000
8.000000,3.000000,24.368252,143.405000,1000.000000
8.000000,4.000000,34.752706,143.405000,1000.000000
9.000000,1.000000,6.537564,146.170000,998.000000
9.000000,2.000000,13.059633,146.790000,998.000000
9.000000,3.000000,20.384220,148.865000,998.000000
9.000000,4.000000,26.868445,143.085000,998.000000
9.000000,5.000000,34.015304,143.280000,1000.000000
10.000000,1.000000,8.979236,143.280000,1000.000000
10.000000,2.000000,16.223700,143.085000,998.000000
10.000000,3.000000,26.518123,143.405000,1000.000000
10.000000,4.000000,33.880177,147.405000,1000.000000
