Run,Iteration,Time,Objective_avgSP,Objective_maxSP
3.000000,31.000000,29.522095,148.950000,992.000000
3.000000,32.000000,30.574705,143.405000,1000.000000
4.000000,1.000000,0.837358,143.280000,1000.000000
4.000000,2.000000,1.885785,143.885000,998.000000
4.000000,3.000000,2.871664,150.410000,998.000000
4.000000,4.000000,3.996361,147.400000,998.000000
4.000000,5.000000,5.080432,143.085000,998.000000
4.000000,6.000000,6.215938,146.740000,990.000000
4.000000,7.000000,7.201399,144.745000,1000.000000
4.000000,8.000000,8.337534,143.085000,998.000000
4.000000,9.000000,9.019212,148.865000,998.000000
4.000000,10.000000,10.222558,147.480000,998.000000
4.000000,11.000000,11.227178,143.885000,998.000000
4.000000,12.000000,12.169961,145.700000,998.000000
4.000000,13.000000,13.170036,143.085000,998.000000
4.000000,14.000000,14.145989,151.390000,996.000000
4.000000,15.000000,15.070407,145.555000,980.000000
4.000000,16.000000,16.058212,147.535000,998.000000
4.000000,17.000000,17.308799,143.160000,998.000000
4.000000,18.000000,18.444717,147.480000,998.000000
4.000000,19.000000,19.689547,143.405000,1000.000000
4.000000,20.000000,20.929116,143.085000,998.000000
4.000000,21.000000,21.890584,146.170000,998.000000
4.000000,22.000000,22.837835,143.085000,998.000000
4.000000,23.000000,23.779962,146.120000,990.000000
4.000000,24.000000,25.255566,143.405000,1000.000000
4.000000,25.000000,26.680034,143.405000,1000.000000
4.000000,26.000000,27.742877,146.225000,998.000000
4.000000,27.000000,28.745762,146.740000,990.000000
4.000000,28.000000,29.678575,152.515000,998.000000
4.000000,29.000000,30.762976,143.085000,998.000000
5.000000,1.000000,1.357956,147.510000,1000.000000
5.000000,2.000000,2.678033,146.755000,998.000000
5.000000,3.000000,3.540895,148.980000,976.000000
5.000000,4.000000,4.736485,143.885000,998.000000
5.000000,5.000000,5.663612,146.225000,998.000000
5.000000,6.000000,6.672947,143.280000,1000.000000
5.000000,7.000000,7.668654,148.845000,998.000000
5.000000,8.000000,8.955629,146.185000,998.000000
5.000000,9.000000,9.882093,146.175000,990.000000
5.000000,10.000000,10.990289,143.885000,998.000000
5.000000,11.000000,11.909523,143.885000,998.000000
5.000000,12.000000,12.721547,149.895000,996.000000
5.000000,13.000000,13.558940,143.405000,1000.000000
5.000000,14.000000,14.103296,143.885000,998.000000
5.000000,15.000000,14.950725,146.225000,998.000000
5.000000,16.000000,16.202298,143.085000,998.000000
5.000000,17.000000,17.195490,144.520000,1000.000000
5.000000,18.000000,18.262332,143.085000,998.000000
5.000000,19.000000,19.141056,147.915000,986.000000
5.000000,20.000000,19.955093,143.085000,998.000000
5.000000,21.000000,20.862973,149.210000,1000.000000
5.000000,22.000000,22.088545,147.480000,998.000000
5.000000,23.000000,23.009810,143.635000,998.000000
5.000000,24.000000,24.150192,148.735000,996.000000
5.000000,25.000000,25.128222,146.060000,1000.000000
5.000000,26.000000,26.188211,143.405000,1000.000000
5.000000,27.000000,26.991083,145.715000,980.000000
5.000000,28.000000,28.392976,151.770000,990.000000
5.000000,29.000000,29.297430,143.160000,998.000000
5.000000,30.000000,30.172641,143.085000,998.000000
6.000000,1.000000,1.089467,148.950000,992.000000
6.000000,2.000000,2.040308,143.885000,998.000000
6.000000,3.000000,2.977528,145.700000,998.000000
6.000000,4.000000,3.854980,149.255000,998.000000
6.000000,5.000000,5.024084,143.405000,1000.000000
6.000000,6.000000,6.125032,143.085000,998.000000
6.000000,7.000000,7.659896,143.085000,998.000000
6.000000,8.000000,8.857207,145.555000,980.000000
6.000000,9.000000,9.830064,144.890000,980.000000
6.000000,10.000000,11.084744,146.755000,998.000000
6.000000,11.000000,12.031233,143.280000,1000.000000
6.000000,12.000000,13.005790,148.935000,998.000000
6.000000,13.000000,14.024538,147.510000,1000.000000
6.000000,14.000000,15.141525,143.885000,998.000000
6.000000,15.000000,16.347884,143.085000,998.000000
6.000000,16.000000,17.588595,147.110000,992.000000
6.000000,17.000000,18.578911,150.310000,992.000000
6.000000,18.000000,19.672910,146.475000,998.000000
6.000000,19.000000,20.704467,143.885000,998.000000
6.000000,20.000000,21.611270,143.280000,1000.000000
6.000000,21.000000,22.499957,143.280000,1000.000000
6.000000,22.000000,23.540059,143.160000,998.000000
6.000000,23.000000,24.526117,144.745000,980.000000
6.000000,24.000000,25.261494,144.810000,998.000000
6.000000,25.000000,25.963710,143.885000,998.000000
6.000000,26.000000,26.581031,148.970000,1000.000000
6.000000,27.000000,27.625373,146.755000,998.000000
6.000000,28.000000,28.512783,147.545000,998.000000
6.000000,29.000000,29.549205,147.405000,1000.000000
6.000000,30.000000,30.500428,146.175000,990.000000
7.000000,1.000000,1.110684,145.700000,998.000000
7.000000,2.000000,2.200459,143.160000,998.000000
7.000000,3.000000,3.291858,143.405000,1000.000000
7.000000,4.000000,4.307830,143.085000,998.000000
7.000000,5.000000,5.571063,145.700000,998.000000
7.000000,6.000000,6.804558,146.120000,990.000000
7.000000,7.000000,8.153828,143.405000,1000.000000
7.000000,8.000000,9.055205,148.590000,998.000000
7.000000,9.000000,10.209208,147.405000,1000.000000
7.000000,10.000000,11.202970,143.085000,998.000000
7.000000,11.000000,12.102816,147.440000,991.000000
7.000000,12.000000,13.194911,146.060000,1000.000000
7.000000,13.000000,13.829510,143.885000,998.000000
7.000000,14.000000,14.550746,144.440000,997.000000
7.000000,15.000000,15.829738,144.745000,980.000000
7.000000,16.000000,16.561996,148.970000,1000.000000
7.000000,17.000000,17.445694,147.635000,998.000000
7.000000,18.000000,18.225288,144.745000,980.000000
7.000000,19.000000,19.426755,145.005000,998.000000
7.000000,20.000000,20.481276,143.405000,1000.000000
7.000000,21.000000,21.046005,146.740000,990.000000
7.000000,22.000000,21.692817,147.405000,1000.000000
7.000000,23.000000,22.833306,146.865000,998.000000
7.000000,24.000000,23.725751,146.195000,998.000000
7.000000,25.000000,24.480793,147.405000,1000.000000
7.000000,26.000000,25.657923,148.735000,996.000000
7.000000,27.000000,27.183702,143.885000,998.000000
7.000000,28.000000,28.157091,144.440000,997.000000
7.000000,29.000000,29.133653,146.170000,998.000000
7.000000,30.000000,29.916122,146.450000,980.000000
7.000000,31.000000,30.910003,146.175000,990.000000
8.000000,1.000000,0.953965,143.085000,998.000000
8.000000,2.000000,2.280509,143.405000,1000.000000
8.000000,3.000000,3.661003,147.990000,994.000000
8.000000,4.000000,4.703859,145.700000,998.000000
8.000000,5.000000,5.659362,147.965000,997.000000
8.000000,6.000000,6.510356,147.490000,998.000000
8.000000,7.000000,7.293477,144.745000,980.000000
8.000000,8.000000,8.088840,144.695000,1000.000000
8.000000,9.000000,8.801989,147.405000,1000.000000
8.000000,10.000000,9.908997,145.255000,994.000000
8.000000,11.000000,10.807536,148.555000,998.000000
8.000000,12.000000,12.047716,146.865000,998.000000
8.000000,13.000000,12.979535,143.085000,998.000000
8.000000,14.000000,13.935964,143.885000,998.000000
8.000000,15.000000,14.769959,147.440000,991.000000
8.000000,16.000000,15.685827,145.555000,980.000000
8.000000,17.000000,16.756586,145.700000,998.000000
8.000000,18.000000,17.642453,143.885000,998.000000
8.000000,19.000000,18.390987,150.410000,998.000000
8.000000,20.000000,19.153274,146.285000,980.000000
8.000000,21.000000,20.152481,146.060000,1000.000000
8.000000,22.000000,21.184250,146.120000,990.000000
8.000000,23.000000,22.273190,144.695000,1000.000000
8.000000,24.000000,23.608826,143.160000,998.000000
8.000000,25.000000,24.492940,143.280000,1000.000000
8.000000,26.000000,25.322931,143.085000,998.000000
8.000000,27.000000,26.229256,146.930000,998.000000
8.000000,28.000000,27.064943,143.885000,998.000000
8.000000,29.000000,28.366244,143.405000,1000.000000
8.000000,30.000000,29.314643,145.700000,998.000000
8.000000,31.000000,30.084568,145.700000,998.000000
9.000000,1.000000,1.213602,145.700000,998.000000
9.000000,2.000000,2.246381,143.280000,1000.000000
9.000000,3.000000,3.332421,146.750000,997.000000
9.000000,4.000000,4.383451,146.435000,1000.000000
9.000000,5.000000,5.443701,147.400000,998.000000
9.000000,6.000000,6.398446,144.810000,998.000000
9.000000,7.000000,7.450737,150.090000,998.000000
9.000000,8.000000,9.100196,143.085000,998.000000
9.000000,9.000000,10.110181,143.085000,998.000000
9.000000,10.000000,11.065185,143.085000,998.000000
9.000000,11.000000,11.802935,145.700000,998.000000
9.000000,12.000000,12.930076,143.885000,998.000000
9.000000,13.000000,13.962647,143.085000,998.000000
9.000000,14.000000,14.837910,147.300000,997.000000
9.000000,15.000000,15.764918,146.120000,990.000000
9.000000,16.000000,16.466910,144.810000,998.000000
9.000000,17.000000,17.383971,144.745000,1000.000000
9.000000,18.000000,18.258450,147.915000,986.000000
9.000000,19.000000,19.095949,147.440000,991.000000
9.000000,20.000000,19.761108,146.740000,990.000000
9.000000,21.000000,20.776359,143.405000,1000.000000
9.000000,22.000000,21.691609,146.225000,998.000000
9.000000,23.000000,22.591966,146.435000,1000.000000
9.000000,24.000000,23.509126,143.085000,998.000000
9.000000,25.000000,24.415124,147.405000,1000.000000
9.000000,26.000000,25.484045,145.920000,1000.000000
9.000000,27.000000,26.212698,149.050000,998.000000
9.000000,28.000000,27.253965,146.755000,998.000000
9.000000,29.000000,28.154411,148.980000,976.000000
9.000000,30.000000,29.070304,146.675000,1000.000000
9.000000,31.000000,30.002416,144.810000,998.000000
10.000000,1.000000,0.964169,143.885000,998.000000
10.000000,2.000000,2.070028,144.890000,980.000000
10.000000,3.000000,3.078275,147.110000,992.000000
10.000000,4.000000,4.329737,143.085000,998.000000
10.000000,5.000000,5.082504,146.225000,998.000000
10.000000,6.000000,6.001958,147.400000,998.000000
10.000000,7.000000,6.875324,143.085000,998.000000
10.000000,8.000000,8.026601,147.665000,992.000000
10.000000,9.000000,9.109688,146.170000,998.000000
10.000000,10.000000,10.074809,145.005000,998.000000
10.000000,11.000000,10.756502,145.555000,980.000000
10.000000,12.000000,11.450110,147.940000,998.000000
10.000000,13.000000,12.466978,144.810000,998.000000
10.000000,14.000000,13.409358,147.400000,998.000000
10.000000,15.000000,14.536350,146.060000,1000.000000
10.000000,16.000000,15.644075,146.475000,998.000000
10.000000,17.000000,16.450222,143.085000,998.000000
10.000000,18.000000,17.078946,144.810000,998.000000
10.000000,19.000000,18.111180,143.085000,998.000000
10.000000,20.000000,19.427938,151.875000,990.000000
10.000000,21.000000,20.336235,143.405000,1000.000000
10.000000,22.000000,21.526221,148.870000,992.000000
10.000000,23.000000,22.345073,143.885000,998.000000
10.000000,24.000000,23.498270,143.405000,1000.000000
10.000000,25.000000,24.570238,143.280000,1000.000000
10.000000,26.000000,25.836831,149.425000,996.000000
10.000000,27.000000,26.736086,147.510000,1000.000000
10.000000,28.000000,27.597837,148.980000,976.000000
10.000000,29.000000,28.346812,148.865000,998.000000
10.000000,30.000000,29.495006,149.895000,996.000000
10.000000,31.000000,30.525348,143.280000,1000.000000
