Run,Iteration,Time,Objective_avgSP,Objective_maxSP
1.000000,1.000000,10.705651,148.515000,997.000000
1.000000,2.000000,19.595041,150.790000,997.000000
1.000000,3.000000,29.141159,146.435000,1000.000000
1.000000,4.000000,36.203334,146.175000,990.000000
2.000000,1.000000,7.228488,146.865000,998.000000
2.000000,2.000000,18.942722,147.430000,997.000000
2.000000,3.000000,27.011506,146.225000,998.000000
2.000000,4.000000,39.103527,147.110000,992.000000
3.000000,1.000000,9.042410,146.740000,990.000000
3.000000,2.000000,21.282193,146.755000,998.000000
3.000000,3.000000,31.917268,146.855000,1000.000000
4.000000,1.000000,9.837569,143.900000,1000.000000
4.000000,2.000000,19.837279,147.475000,998.000000
4.000000,3.000000,28.783588,148.980000,976.000000
4.000000,4.000000,38.475016,143.405000,1000.000000
5.000000,1.000000,9.072614,143.405000,1000.000000
5.000000,2.000000,19.167048,149.210000,1000.000000
5.000000,3.000000,31.639429,147.405000,1000.000000
6.000000,1.000000,9.696031,145.445000,997.000000
6.000000,2.000000,25.588642,144.745000,1000.000000
6.000000,3.000000,35.707073,146.225000,998.000000
7.000000,1.000000,9.678480,146.185000,998.000000
7.000000,2.000000,16.754219,147.380000,997.000000
7.000000,3.000000,27.606733,146.060000,1000.000000
7.000000,4.000000,40.893248,143.885000,998.000000
8.000000,1.000000,9.669790,147.535000,998.000000
8.000000,2.000000,21.981639,146.435000,1000.000000
8.000000,3.000000,30.179334,144.520000,1000.000000
9.000000,1.000000,10.137339,150.265000,992.000000
9.000000,2.000000,18.390329,147.475000,998.000000
9.000000,3.000000,27.661338,148.495000,998.000000
9.000000,4.000000,39.212345,143.900000,1000.000000
10.000000,1.000000,9.897869,143.280000,1000.000000
10.000000,2.000000,20.595874,146.175000,990.000000
10.000000,3.000000,34.581723,143.405000,1000.000000
